id,mass,sources,formula_diff
EVODEX.2-M403,-507.28481,"EVODEX.2-P4585,EVODEX.2-P4586,EVODEX.2-P4587,EVODEX.2-P4588,EVODEX.2-P4589","{""C"": -28, ""H"": -37, ""N"": -5, ""O"": -4}"
EVODEX.2-M404,-657.29867,"EVODEX.2-P5091,EVODEX.2-P5093,EVODEX.2-P5094,EVODEX.2-P5098,EVODEX.2-P5105","{""C"": -28, ""H"": -39, ""N"": -11, ""O"": -8}"
EVODEX.2-M405,-530.2167,"EVODEX.2-P4766,EVODEX.2-P4769,EVODEX.2-P4772,EVODEX.2-P4774,EVODEX.2-P4776","{""C"": -29, ""H"": -30, ""N"": -4, ""O"": -6}"
EVODEX.2-M406,-75.97162999999999,"EVODEX.2-P4211,EVODEX.2-P5293,EVODEX.2-P5298,EVODEX.2-P5299,EVODEX.2-P5308","{""C"": -2, ""Cl"": -1, ""H"": -1, ""O"": -1}"
EVODEX.2-M63,-42.01056,"EVODEX.2-P1772,EVODEX.2-P3350,EVODEX.2-P3469,EVODEX.2-P3537,EVODEX.2-P3572,EVODEX.2-P3582,EVODEX.2-P5230,EVODEX.2-P5283,EVODEX.2-P5288,EVODEX.2-P5421,EVODEX.2-P5422","{""C"": -2, ""H"": -2, ""O"": -1}"
EVODEX.2-M407,-74.00036,"EVODEX.2-P2385,EVODEX.2-P2719,EVODEX.2-P2723,EVODEX.2-P2728,EVODEX.2-P2734","{""C"": -2, ""H"": -2, ""O"": -3}"
EVODEX.2-M64,-57.02149,"EVODEX.2-P4025,EVODEX.2-P4043,EVODEX.2-P4171,EVODEX.2-P4185,EVODEX.2-P4186,EVODEX.2-P4189,EVODEX.2-P4195,EVODEX.2-P4214,EVODEX.2-P4218,EVODEX.2-P4292,EVODEX.2-P4319,EVODEX.2-P4349,EVODEX.2-P5368,EVODEX.2-P6917,EVODEX.2-P6946","{""C"": -2, ""H"": -3, ""N"": -1, ""O"": -1}"
EVODEX.2-M408,-28.03132,"EVODEX.2-P3381,EVODEX.2-P3382,EVODEX.2-P3528,EVODEX.2-P4227,EVODEX.2-P4427","{""C"": -2, ""H"": -4}"
EVODEX.2-M176,-44.02622,"EVODEX.2-P3514,EVODEX.2-P3517,EVODEX.2-P3605,EVODEX.2-P3606,EVODEX.2-P5881,EVODEX.2-P5885,EVODEX.2-P5886","{""C"": -2, ""H"": -4, ""O"": -1}"
EVODEX.2-M39,-60.021119999999996,"EVODEX.2-P2269,EVODEX.2-P2282,EVODEX.2-P2284,EVODEX.2-P2287,EVODEX.2-P2295,EVODEX.2-P3426,EVODEX.2-P3428,EVODEX.2-P3429,EVODEX.2-P3434,EVODEX.2-P3538,EVODEX.2-P3571,EVODEX.2-P3573,EVODEX.2-P3574,EVODEX.2-P3575,EVODEX.2-P3576,EVODEX.2-P3583","{""C"": -2, ""H"": -4, ""O"": -2}"
EVODEX.2-M65,-75.03205,"EVODEX.2-P2454,EVODEX.2-P2588,EVODEX.2-P2722,EVODEX.2-P2726,EVODEX.2-P2729,EVODEX.2-P4014,EVODEX.2-P4017,EVODEX.2-P4083,EVODEX.2-P4313,EVODEX.2-P5365,EVODEX.2-P5890,EVODEX.2-P5894,EVODEX.2-P5897,EVODEX.2-P5908,EVODEX.2-P5909","{""C"": -2, ""H"": -5, ""N"": -1, ""O"": -2}"
EVODEX.2-M409,-107.00415,"EVODEX.2-P5364,EVODEX.2-P5367,EVODEX.2-P5369,EVODEX.2-P5372,EVODEX.2-P5373","{""C"": -2, ""H"": -5, ""N"": -1, ""O"": -2, ""S"": -1}"
EVODEX.2-M596,-139.98745,EVODEX.2-P6135,"{""C"": -2, ""H"": -5, ""O"": -5, ""P"": -1}"
EVODEX.2-M96,-46.04188,"EVODEX.2-P3384,EVODEX.2-P3424,EVODEX.2-P3480,EVODEX.2-P3545,EVODEX.2-P3585,EVODEX.2-P4122,EVODEX.2-P4741,EVODEX.2-P4742,EVODEX.2-P4879,EVODEX.2-P4970,EVODEX.2-P4972","{""C"": -2, ""H"": -6, ""O"": -1}"
EVODEX.2-M410,-125.01471,"EVODEX.2-P5362,EVODEX.2-P5363,EVODEX.2-P5366,EVODEX.2-P5371,EVODEX.2-P5415","{""C"": -2, ""H"": -7, ""N"": -1, ""O"": -3, ""S"": -1}"
EVODEX.2-M411,-698.31396,"EVODEX.2-P5077,EVODEX.2-P5129,EVODEX.2-P5131,EVODEX.2-P5133,EVODEX.2-P5136","{""C"": -31, ""H"": -42, ""N"": -10, ""O"": -9}"
EVODEX.2-M412,-726.32016,"EVODEX.2-P5062,EVODEX.2-P5066,EVODEX.2-P5068,EVODEX.2-P5069,EVODEX.2-P5078","{""C"": -31, ""H"": -42, ""N"": -12, ""O"": -9}"
EVODEX.2-M413,-578.32196,"EVODEX.2-P5063,EVODEX.2-P5072,EVODEX.2-P5073,EVODEX.2-P5074,EVODEX.2-P5075","{""C"": -31, ""H"": -42, ""N"": -6, ""O"": -5}"
EVODEX.2-M414,-716.32452,"EVODEX.2-P5076,EVODEX.2-P5130,EVODEX.2-P5132,EVODEX.2-P5134,EVODEX.2-P5135","{""C"": -31, ""H"": -44, ""N"": -10, ""O"": -10}"
EVODEX.2-M415,-744.3307199999999,"EVODEX.2-P5064,EVODEX.2-P5065,EVODEX.2-P5067,EVODEX.2-P5070,EVODEX.2-P5071","{""C"": -31, ""H"": -44, ""N"": -12, ""O"": -10}"
EVODEX.2-M416,-614.34308,"EVODEX.2-P4491,EVODEX.2-P4492,EVODEX.2-P4493,EVODEX.2-P4494,EVODEX.2-P4495","{""C"": -31, ""H"": -46, ""N"": -6, ""O"": -7}"
EVODEX.2-M417,-1096.1681399999998,"EVODEX.2-P6042,EVODEX.2-P6045,EVODEX.2-P6053,EVODEX.2-P6084,EVODEX.2-P6087","{""C"": -31, ""H"": -48, ""N"": -12, ""O"": -22, ""P"": -4, ""S"": -1}"
EVODEX.2-M418,-1176.1344699999997,"EVODEX.2-P6120,EVODEX.2-P6122,EVODEX.2-P6126,EVODEX.2-P6188,EVODEX.2-P6195","{""C"": -31, ""H"": -49, ""N"": -12, ""O"": -25, ""P"": -5, ""S"": -1}"
EVODEX.2-M419,-649.33399,"EVODEX.2-P5148,EVODEX.2-P5151,EVODEX.2-P5152,EVODEX.2-P5154,EVODEX.2-P5159","{""C"": -32, ""H"": -43, ""N"": -9, ""O"": -6}"
EVODEX.2-M420,-859.4526500000001,"EVODEX.2-P4981,EVODEX.2-P4982,EVODEX.2-P4984,EVODEX.2-P4985,EVODEX.2-P5005","{""C"": -35, ""H"": -65, ""N"": -13, ""O"": -8, ""S"": -2}"
EVODEX.2-M421,-877.46321,"EVODEX.2-P4980,EVODEX.2-P4983,EVODEX.2-P4986,EVODEX.2-P5006,EVODEX.2-P5007","{""C"": -35, ""H"": -67, ""N"": -13, ""O"": -9, ""S"": -2}"
EVODEX.2-M422,-823.37297,"EVODEX.2-P4557,EVODEX.2-P5179,EVODEX.2-P5181,EVODEX.2-P5182,EVODEX.2-P5184","{""C"": -36, ""H"": -49, ""N"": -13, ""O"": -10}"
EVODEX.2-M423,-841.3835300000001,"EVODEX.2-P5108,EVODEX.2-P5178,EVODEX.2-P5180,EVODEX.2-P5183,EVODEX.2-P5185","{""C"": -36, ""H"": -51, ""N"": -13, ""O"": -11}"
EVODEX.2-M424,-793.3988300000001,"EVODEX.2-P4896,EVODEX.2-P4897,EVODEX.2-P4898,EVODEX.2-P4899,EVODEX.2-P4900","{""C"": -36, ""H"": -51, ""N"": -13, ""O"": -8}"
EVODEX.2-M425,-782.39662,"EVODEX.2-P5049,EVODEX.2-P5050,EVODEX.2-P5051,EVODEX.2-P5052,EVODEX.2-P5053","{""C"": -38, ""H"": -54, ""N"": -8, ""O"": -10}"
EVODEX.2-M426,-777.42905,"EVODEX.2-P5149,EVODEX.2-P5150,EVODEX.2-P5153,EVODEX.2-P5155,EVODEX.2-P5158","{""C"": -38, ""H"": -55, ""N"": -11, ""O"": -7}"
EVODEX.2-M427,-830.47676,"EVODEX.2-P5054,EVODEX.2-P5056,EVODEX.2-P5057,EVODEX.2-P5058,EVODEX.2-P5059","{""C"": -38, ""H"": -62, ""N"": -12, ""O"": -9}"
EVODEX.2-M428,-889.48879,"EVODEX.2-P5143,EVODEX.2-P5166,EVODEX.2-P5167,EVODEX.2-P5170,EVODEX.2-P5171","{""C"": -38, ""H"": -63, ""N"": -15, ""O"": -10}"
EVODEX.2-M429,-907.49935,"EVODEX.2-P5142,EVODEX.2-P5156,EVODEX.2-P5164,EVODEX.2-P5165,EVODEX.2-P5169","{""C"": -38, ""H"": -65, ""N"": -15, ""O"": -11}"
EVODEX.2-M431,-70.00546,"EVODEX.2-P5713,EVODEX.2-P5716,EVODEX.2-P5720,EVODEX.2-P5726,EVODEX.2-P5728","{""C"": -3, ""H"": -2, ""O"": -2}"
EVODEX.2-M433,-56.02622,"EVODEX.2-P1713,EVODEX.2-P5291,EVODEX.2-P5310,EVODEX.2-P5419,EVODEX.2-P5426","{""C"": -3, ""H"": -4, ""O"": -1}"
EVODEX.2-M434,-72.02112,"EVODEX.2-P1203,EVODEX.2-P1216,EVODEX.2-P1222,EVODEX.2-P1241,EVODEX.2-P969","{""C"": -3, ""H"": -4, ""O"": -2}"
EVODEX.2-M33,-88.01602,"EVODEX.2-P2303,EVODEX.2-P2414,EVODEX.2-P2416,EVODEX.2-P2421,EVODEX.2-P2431,EVODEX.2-P2498,EVODEX.2-P2499,EVODEX.2-P2502,EVODEX.2-P2559,EVODEX.2-P2567,EVODEX.2-P2664,EVODEX.2-P2921,EVODEX.2-P2923,EVODEX.2-P2926,EVODEX.2-P2931,EVODEX.2-P5712,EVODEX.2-P5718,EVODEX.2-P5722,EVODEX.2-P5725,EVODEX.2-P5727,EVODEX.2-P5807,EVODEX.2-P5916,EVODEX.2-P5917,EVODEX.2-P5921,EVODEX.2-P5928","{""C"": -3, ""H"": -4, ""O"": -3}"
EVODEX.2-M66,-71.03715,"EVODEX.2-P4034,EVODEX.2-P4045,EVODEX.2-P4048,EVODEX.2-P4054,EVODEX.2-P4123,EVODEX.2-P4124,EVODEX.2-P4130,EVODEX.2-P4139,EVODEX.2-P4201,EVODEX.2-P4205,EVODEX.2-P4226,EVODEX.2-P4300,EVODEX.2-P4312,EVODEX.2-P4368,EVODEX.2-P4779","{""C"": -3, ""H"": -5, ""N"": -1, ""O"": -1}"
EVODEX.2-M67,-87.03205,"EVODEX.2-P4003,EVODEX.2-P4021,EVODEX.2-P4155,EVODEX.2-P4197,EVODEX.2-P4225,EVODEX.2-P4406,EVODEX.2-P4778,EVODEX.2-P4798,EVODEX.2-P5263,EVODEX.2-P5273,EVODEX.2-P5988,EVODEX.2-P5991,EVODEX.2-P5993,EVODEX.2-P5994,EVODEX.2-P5995","{""C"": -3, ""H"": -5, ""N"": -1, ""O"": -2}"
EVODEX.2-M435,-74.03678,"EVODEX.2-P3376,EVODEX.2-P3378,EVODEX.2-P3439,EVODEX.2-P3481,EVODEX.2-P3530","{""C"": -3, ""H"": -6, ""O"": -2}"
EVODEX.2-M436,-90.03168,"EVODEX.2-P5852,EVODEX.2-P5853,EVODEX.2-P5854,EVODEX.2-P5874,EVODEX.2-P5877","{""C"": -3, ""H"": -6, ""O"": -3}"
EVODEX.2-M68,-89.04771000000001,"EVODEX.2-P2417,EVODEX.2-P2420,EVODEX.2-P2422,EVODEX.2-P2464,EVODEX.2-P2466,EVODEX.2-P2467,EVODEX.2-P2471,EVODEX.2-P2472,EVODEX.2-P2564,EVODEX.2-P2782,EVODEX.2-P4299,EVODEX.2-P4301,EVODEX.2-P4401,EVODEX.2-P4402,EVODEX.2-P5370","{""C"": -3, ""H"": -7, ""N"": -1, ""O"": -2}"
EVODEX.2-M437,-105.04261,"EVODEX.2-P4238,EVODEX.2-P4256,EVODEX.2-P4383,EVODEX.2-P4405,EVODEX.2-P5262","{""C"": -3, ""H"": -7, ""N"": -1, ""O"": -3}"
EVODEX.2-M129,-169.99801,"EVODEX.2-P1480,EVODEX.2-P1494,EVODEX.2-P1495,EVODEX.2-P1496,EVODEX.2-P1497,EVODEX.2-P5857,EVODEX.2-P5860,EVODEX.2-P5861,EVODEX.2-P5866,EVODEX.2-P5869","{""C"": -3, ""H"": -7, ""O"": -6, ""P"": -1}"
EVODEX.2-M438,-92.04733999999999,"EVODEX.2-P3375,EVODEX.2-P3377,EVODEX.2-P3380,EVODEX.2-P3401,EVODEX.2-P3529","{""C"": -3, ""H"": -8, ""O"": -3}"
EVODEX.2-M439,-832.43488,"EVODEX.2-P4949,EVODEX.2-P4950,EVODEX.2-P4951,EVODEX.2-P4954,EVODEX.2-P4955","{""C"": -40, ""H"": -56, ""N"": -12, ""O"": -8}"
EVODEX.2-M440,-850.44544,"EVODEX.2-P4947,EVODEX.2-P4948,EVODEX.2-P4952,EVODEX.2-P4953,EVODEX.2-P4956","{""C"": -40, ""H"": -58, ""N"": -12, ""O"": -9}"
EVODEX.2-M441,-810.3816999999999,"EVODEX.2-P4286,EVODEX.2-P4287,EVODEX.2-P4582,EVODEX.2-P4590,EVODEX.2-P4591","{""C"": -41, ""H"": -50, ""N"": -10, ""O"": -8}"
EVODEX.2-M442,-1033.5212099999999,"EVODEX.2-P4887,EVODEX.2-P4890,EVODEX.2-P4891,EVODEX.2-P4893,EVODEX.2-P4894","{""C"": -46, ""H"": -67, ""N"": -17, ""O"": -11}"
EVODEX.2-M443,-1051.5317699999998,"EVODEX.2-P4886,EVODEX.2-P4888,EVODEX.2-P4889,EVODEX.2-P4892,EVODEX.2-P4903","{""C"": -46, ""H"": -69, ""N"": -17, ""O"": -12}"
EVODEX.2-M444,-132.00582,"EVODEX.2-P2386,EVODEX.2-P2657,EVODEX.2-P2701,EVODEX.2-P2766,EVODEX.2-P2769","{""C"": -4, ""H"": -4, ""O"": -5}"
EVODEX.2-M445,-83.03715,"EVODEX.2-P3621,EVODEX.2-P5544,EVODEX.2-P5546,EVODEX.2-P5547,EVODEX.2-P5550","{""C"": -4, ""H"": -5, ""N"": -1, ""O"": -1}"
EVODEX.2-M69,-115.02695,"EVODEX.2-P3997,EVODEX.2-P4005,EVODEX.2-P4022,EVODEX.2-P4094,EVODEX.2-P4204,EVODEX.2-P4357,EVODEX.2-P4430,EVODEX.2-P4431,EVODEX.2-P4432,EVODEX.2-P4434,EVODEX.2-P4437,EVODEX.2-P5231,EVODEX.2-P5259,EVODEX.2-P5261,EVODEX.2-P5374","{""C"": -4, ""H"": -5, ""N"": -1, ""O"": -3}"
EVODEX.2-M131,-114.04298,"EVODEX.2-P4035,EVODEX.2-P4055,EVODEX.2-P4159,EVODEX.2-P4207,EVODEX.2-P4208,EVODEX.2-P4278,EVODEX.2-P4375,EVODEX.2-P4436,EVODEX.2-P4729,EVODEX.2-P5210","{""C"": -4, ""H"": -6, ""N"": -2, ""O"": -2}"
EVODEX.2-M446,-70.04187999999999,"EVODEX.2-P3372,EVODEX.2-P3440,EVODEX.2-P3451,EVODEX.2-P3532,EVODEX.2-P3609","{""C"": -4, ""H"": -6, ""O"": -1}"
EVODEX.2-M447,-102.03168,"EVODEX.2-P3352,EVODEX.2-P3357,EVODEX.2-P3360,EVODEX.2-P3362,EVODEX.2-P3366","{""C"": -4, ""H"": -6, ""O"": -3}"
EVODEX.2-M34,-118.02658,"EVODEX.2-P3328,EVODEX.2-P3336,EVODEX.2-P3338,EVODEX.2-P3342,EVODEX.2-P3346","{""C"": -4, ""H"": -6, ""O"": -4}"
EVODEX.2-M70,-101.04771000000001,"EVODEX.2-P2279,EVODEX.2-P2281,EVODEX.2-P2286,EVODEX.2-P2297,EVODEX.2-P2300,EVODEX.2-P3620,EVODEX.2-P4107,EVODEX.2-P4409,EVODEX.2-P4423,EVODEX.2-P4433,EVODEX.2-P5284,EVODEX.2-P5543,EVODEX.2-P5545,EVODEX.2-P5548,EVODEX.2-P5549","{""C"": -4, ""H"": -7, ""N"": -1, ""O"": -2}"
EVODEX.2-M132,-133.03751,"EVODEX.2-P2383,EVODEX.2-P2511,EVODEX.2-P2515,EVODEX.2-P2590,EVODEX.2-P2741,EVODEX.2-P4004,EVODEX.2-P4977,EVODEX.2-P5260,EVODEX.2-P5304,EVODEX.2-P5305","{""C"": -4, ""H"": -7, ""N"": -1, ""O"": -4}"
EVODEX.2-M71,-132.05354,"EVODEX.2-P2440,EVODEX.2-P2444,EVODEX.2-P2447,EVODEX.2-P2448,EVODEX.2-P2449,EVODEX.2-P4041,EVODEX.2-P4206,EVODEX.2-P4277,EVODEX.2-P4284,EVODEX.2-P4290,EVODEX.2-P4374,EVODEX.2-P4395,EVODEX.2-P4435,EVODEX.2-P5267,EVODEX.2-P5285","{""C"": -4, ""H"": -8, ""N"": -2, ""O"": -3}"
EVODEX.2-M448,-119.04057,"EVODEX.2-P1619,EVODEX.2-P1620,EVODEX.2-P1622,EVODEX.2-P1623,EVODEX.2-P1694","{""C"": -4, ""H"": -9, ""N"": -1, ""O"": -1, ""S"": -1}"
EVODEX.2-M449,-103.06337,"EVODEX.2-P2527,EVODEX.2-P2568,EVODEX.2-P2583,EVODEX.2-P2748,EVODEX.2-P2753","{""C"": -4, ""H"": -9, ""N"": -1, ""O"": -2}"
EVODEX.2-M450,-119.05827,"EVODEX.2-P4069,EVODEX.2-P4106,EVODEX.2-P4408,EVODEX.2-P5274,EVODEX.2-P5294","{""C"": -4, ""H"": -9, ""N"": -1, ""O"": -3}"
EVODEX.2-M553,-227.01950000000002,"EVODEX.2-P6226,EVODEX.2-P6247,EVODEX.2-P6252","{""C"": -5, ""H"": -10, ""N"": -1, ""O"": -7, ""P"": -1}"
EVODEX.2-M133,-146.0692,"EVODEX.2-P2460,EVODEX.2-P2461,EVODEX.2-P2666,EVODEX.2-P2669,EVODEX.2-P2713,EVODEX.2-P4023,EVODEX.2-P4376,EVODEX.2-P5250,EVODEX.2-P5251,EVODEX.2-P5295","{""C"": -5, ""H"": -10, ""N"": -2, ""O"": -3}"
EVODEX.2-M134,-117.07903,"EVODEX.2-P2537,EVODEX.2-P2544,EVODEX.2-P2571,EVODEX.2-P2578,EVODEX.2-P2708,EVODEX.2-P3998,EVODEX.2-P4190,EVODEX.2-P4203,EVODEX.2-P5175,EVODEX.2-P5277","{""C"": -5, ""H"": -11, ""N"": -1, ""O"": -2}"
EVODEX.2-M135,-149.05113,"EVODEX.2-P2463,EVODEX.2-P2493,EVODEX.2-P2678,EVODEX.2-P2679,EVODEX.2-P2778,EVODEX.2-P4350,EVODEX.2-P4788,EVODEX.2-P5137,EVODEX.2-P5286,EVODEX.2-P5302","{""C"": -5, ""H"": -11, ""N"": -1, ""O"": -2, ""S"": -1}"
EVODEX.2-M453,-111.03205000000001,"EVODEX.2-P4419,EVODEX.2-P4420,EVODEX.2-P4421,EVODEX.2-P4424,EVODEX.2-P4428","{""C"": -5, ""H"": -5, ""N"": -1, ""O"": -2}"
EVODEX.2-M456,-114.03168,"EVODEX.2-P5536,EVODEX.2-P5537,EVODEX.2-P5538,EVODEX.2-P5539,EVODEX.2-P5540","{""C"": -5, ""H"": -6, ""O"": -3}"
EVODEX.2-M457,-130.02658,"EVODEX.2-P3318,EVODEX.2-P3319,EVODEX.2-P3321,EVODEX.2-P3324,EVODEX.2-P3326","{""C"": -5, ""H"": -6, ""O"": -4}"
EVODEX.2-M72,-146.02148,"EVODEX.2-P2391,EVODEX.2-P2395,EVODEX.2-P2397,EVODEX.2-P2404,EVODEX.2-P2430,EVODEX.2-P2485,EVODEX.2-P2487,EVODEX.2-P2513,EVODEX.2-P2561,EVODEX.2-P2577,EVODEX.2-P2598,EVODEX.2-P2630,EVODEX.2-P2672,EVODEX.2-P2788,EVODEX.2-P2790","{""C"": -5, ""H"": -6, ""O"": -5}"
EVODEX.2-M137,-97.05281000000001,"EVODEX.2-P4033,EVODEX.2-P4039,EVODEX.2-P4044,EVODEX.2-P4068,EVODEX.2-P4120,EVODEX.2-P4162,EVODEX.2-P4192,EVODEX.2-P4213,EVODEX.2-P4324,EVODEX.2-P4369","{""C"": -5, ""H"": -7, ""N"": -1, ""O"": -1}"
EVODEX.2-M458,-113.04771000000001,"EVODEX.2-P4400,EVODEX.2-P4403,EVODEX.2-P4404,EVODEX.2-P4407,EVODEX.2-P4410","{""C"": -5, ""H"": -7, ""N"": -1, ""O"": -2}"
EVODEX.2-M54,-129.04261,"EVODEX.2-P1865,EVODEX.2-P1866,EVODEX.2-P4089,EVODEX.2-P4100,EVODEX.2-P4165,EVODEX.2-P4166,EVODEX.2-P4359,EVODEX.2-P5055,EVODEX.2-P5330,EVODEX.2-P5433,EVODEX.2-P5980,EVODEX.2-P5982,EVODEX.2-P6382,EVODEX.2-P6395,EVODEX.2-P6417","{""C"": -5, ""H"": -7, ""N"": -1, ""O"": -3}"
EVODEX.2-M459,-145.03751,"EVODEX.2-P2442,EVODEX.2-P2458,EVODEX.2-P2665,EVODEX.2-P2668,EVODEX.2-P2704","{""C"": -5, ""H"": -7, ""N"": -1, ""O"": -4}"
EVODEX.2-M138,-128.05864,"EVODEX.2-P4101,EVODEX.2-P4102,EVODEX.2-P4103,EVODEX.2-P4104,EVODEX.2-P4105,EVODEX.2-P4396,EVODEX.2-P5249,EVODEX.2-P5287,EVODEX.2-P5296,EVODEX.2-P5474","{""C"": -5, ""H"": -8, ""N"": -2, ""O"": -2}"
EVODEX.2-M460,-116.04733999999999,"EVODEX.2-P2427,EVODEX.2-P2545,EVODEX.2-P2573,EVODEX.2-P2622,EVODEX.2-P2775","{""C"": -5, ""H"": -8, ""O"": -3}"
EVODEX.2-M139,-132.04224,"EVODEX.2-P3856,EVODEX.2-P3857,EVODEX.2-P3889,EVODEX.2-P3944,EVODEX.2-P3946,EVODEX.2-P3948,EVODEX.2-P3959,EVODEX.2-P3960,EVODEX.2-P3962,EVODEX.2-P5942","{""C"": -5, ""H"": -8, ""O"": -4}"
EVODEX.2-M140,-99.06847,"EVODEX.2-P3544,EVODEX.2-P4027,EVODEX.2-P4084,EVODEX.2-P4140,EVODEX.2-P4209,EVODEX.2-P4306,EVODEX.2-P4326,EVODEX.2-P4386,EVODEX.2-P5022,EVODEX.2-P5303","{""C"": -5, ""H"": -9, ""N"": -1, ""O"": -1}"
EVODEX.2-M141,-131.04057,"EVODEX.2-P4053,EVODEX.2-P4064,EVODEX.2-P4065,EVODEX.2-P4066,EVODEX.2-P4071,EVODEX.2-P4126,EVODEX.2-P4307,EVODEX.2-P4328,EVODEX.2-P4351,EVODEX.2-P5301","{""C"": -5, ""H"": -9, ""N"": -1, ""O"": -1, ""S"": -1}"
EVODEX.2-M461,-115.06337,"EVODEX.2-P4067,EVODEX.2-P4216,EVODEX.2-P4245,EVODEX.2-P4308,EVODEX.2-P4916","{""C"": -5, ""H"": -9, ""N"": -1, ""O"": -2}"
EVODEX.2-M462,-131.05827,"EVODEX.2-P2641,EVODEX.2-P2643,EVODEX.2-P2645,EVODEX.2-P2647,EVODEX.2-P2649","{""C"": -5, ""H"": -9, ""N"": -1, ""O"": -3}"
EVODEX.2-M40,-147.05317,"EVODEX.2-P2398,EVODEX.2-P2400,EVODEX.2-P2411,EVODEX.2-P2426,EVODEX.2-P2507,EVODEX.2-P2510,EVODEX.2-P2554,EVODEX.2-P2558,EVODEX.2-P2562,EVODEX.2-P2626,EVODEX.2-P2654,EVODEX.2-P2687,EVODEX.2-P2784,EVODEX.2-P2787,EVODEX.2-P2796,EVODEX.2-P4191,EVODEX.2-P4360,EVODEX.2-P4377,EVODEX.2-P4438,EVODEX.2-P4978","{""C"": -5, ""H"": -9, ""N"": -1, ""O"": -4}"
EVODEX.2-M463,-142.0743,"EVODEX.2-P4042,EVODEX.2-P4153,EVODEX.2-P4291,EVODEX.2-P5032,EVODEX.2-P5036","{""C"": -6, ""H"": -10, ""N"": -2, ""O"": -2}"
EVODEX.2-M464,-130.063,"EVODEX.2-P2492,EVODEX.2-P2582,EVODEX.2-P2595,EVODEX.2-P2609,EVODEX.2-P2634","{""C"": -6, ""H"": -10, ""O"": -3}"
EVODEX.2-M465,-146.0579,"EVODEX.2-P3895,EVODEX.2-P3919,EVODEX.2-P3921,EVODEX.2-P3932,EVODEX.2-P3940","{""C"": -6, ""H"": -10, ""O"": -4}"
EVODEX.2-M48,-162.0528,"EVODEX.2-P1970,EVODEX.2-P1975,EVODEX.2-P1986,EVODEX.2-P1995,EVODEX.2-P1996,EVODEX.2-P2054,EVODEX.2-P2055,EVODEX.2-P2059,EVODEX.2-P2067,EVODEX.2-P3786,EVODEX.2-P3788,EVODEX.2-P3791,EVODEX.2-P3799,EVODEX.2-P3833,EVODEX.2-P3837,EVODEX.2-P3838,EVODEX.2-P3840,EVODEX.2-P3844,EVODEX.2-P3908,EVODEX.2-P3951","{""C"": -6, ""H"": -10, ""O"": -5}"
EVODEX.2-M73,-113.08413,"EVODEX.2-P3999,EVODEX.2-P4002,EVODEX.2-P4008,EVODEX.2-P4011,EVODEX.2-P4016,EVODEX.2-P4031,EVODEX.2-P4169,EVODEX.2-P4187,EVODEX.2-P4233,EVODEX.2-P4316,EVODEX.2-P4327,EVODEX.2-P4382,EVODEX.2-P4816,EVODEX.2-P5234,EVODEX.2-P5235","{""C"": -6, ""H"": -11, ""N"": -1, ""O"": -1}"
EVODEX.2-M466,-145.07393,"EVODEX.2-P2435,EVODEX.2-P2563,EVODEX.2-P2566,EVODEX.2-P2632,EVODEX.2-P2683","{""C"": -6, ""H"": -11, ""N"": -1, ""O"": -3}"
EVODEX.2-M467,-161.06883,"EVODEX.2-P2700,EVODEX.2-P2746,EVODEX.2-P2770,EVODEX.2-P2772,EVODEX.2-P2776","{""C"": -6, ""H"": -11, ""N"": -1, ""O"": -4}"
EVODEX.2-M74,-128.09506,"EVODEX.2-P4050,EVODEX.2-P4052,EVODEX.2-P4056,EVODEX.2-P4057,EVODEX.2-P4161,EVODEX.2-P4235,EVODEX.2-P4236,EVODEX.2-P4331,EVODEX.2-P4426,EVODEX.2-P4922,EVODEX.2-P5279,EVODEX.2-P5281,EVODEX.2-P5313,EVODEX.2-P5314,EVODEX.2-P5317","{""C"": -6, ""H"": -12, ""N"": -2, ""O"": -1}"
EVODEX.2-M468,-160.08486,"EVODEX.2-P4293,EVODEX.2-P5025,EVODEX.2-P5026,EVODEX.2-P5029,EVODEX.2-P5033","{""C"": -6, ""H"": -12, ""N"": -2, ""O"": -3}"
EVODEX.2-M75,-156.10126,"EVODEX.2-P4018,EVODEX.2-P4049,EVODEX.2-P4085,EVODEX.2-P4096,EVODEX.2-P4097,EVODEX.2-P4098,EVODEX.2-P4163,EVODEX.2-P4164,EVODEX.2-P4182,EVODEX.2-P4184,EVODEX.2-P4332,EVODEX.2-P4352,EVODEX.2-P4358,EVODEX.2-P4361,EVODEX.2-P4792","{""C"": -6, ""H"": -12, ""N"": -4, ""O"": -1}"
EVODEX.2-M469,-164.06846,"EVODEX.2-P3920,EVODEX.2-P3933,EVODEX.2-P3935,EVODEX.2-P3937,EVODEX.2-P3938","{""C"": -6, ""H"": -12, ""O"": -5}"
