id,label,id_label,color
592,PH-ant-LHA Otp Bsx Glut_2,0592 PH-ant-LHA Otp Bsx Glut_2,#FFDC73
593,PH-ant-LHA Otp Bsx Glut_3,0593 PH-ant-LHA Otp Bsx Glut_3,#66291F
594,PH-ant-LHA Otp Bsx Glut_4,0594 PH-ant-LHA Otp Bsx Glut_4,#5D5C99
595,PH-ant-LHA Otp Bsx Glut_5,0595 PH-ant-LHA Otp Bsx Glut_5,#3D665B
596,PH-ant-LHA Otp Bsx Glut_6,0596 PH-ant-LHA Otp Bsx Glut_6,#97CC00
597,PH-ant-LHA Otp Bsx Glut_7,0597 PH-ant-LHA Otp Bsx Glut_7,#4DFF90
598,STN-PSTN Pitx2 Glut_1,0598 STN-PSTN Pitx2 Glut_1,#BB5CCC
599,STN-PSTN Pitx2 Glut_2,0599 STN-PSTN Pitx2 Glut_2,#81992E
600,STN-PSTN Pitx2 Glut_3,0600 STN-PSTN Pitx2 Glut_3,#CCBE00
601,STN-PSTN Pitx2 Glut_4,0601 STN-PSTN Pitx2 Glut_4,#661F5F
602,STN-PSTN Pitx2 Glut_5,0602 STN-PSTN Pitx2 Glut_5,#98FF26
603,STN-PSTN Pitx2 Glut_6,0603 STN-PSTN Pitx2 Glut_6,#00994C
604,STN-PSTN Pitx2 Glut_7,0604 STN-PSTN Pitx2 Glut_7,#0F2E66
605,PMv-TMv Pitx2 Glut_1,0605 PMv-TMv Pitx2 Glut_1,#66581F
606,PMv-TMv Pitx2 Glut_2,0606 PMv-TMv Pitx2 Glut_2,#00C9FF
607,PMv-TMv Pitx2 Glut_3,0607 PMv-TMv Pitx2 Glut_3,#2E3F66
608,PH-an Pitx2 Glut_1,0608 PH-an Pitx2 Glut_1,#660B00
609,PH-an Pitx2 Glut_2,0609 PH-an Pitx2 Glut_2,#457499
610,PH Pitx2 Glut_1,0610 PH Pitx2 Glut_1,#66562E
611,PH Pitx2 Glut_2,0611 PH Pitx2 Glut_2,#00CC49
612,PH-LHA Foxb1 Glut_1,0612 PH-LHA Foxb1 Glut_1,#C74DFF
613,PH-LHA Foxb1 Glut_2,0613 PH-LHA Foxb1 Glut_2,#4C661F
614,PH-LHA Foxb1 Glut_3,0614 PH-LHA Foxb1 Glut_3,#3D6640
615,PH-LHA Foxb1 Glut_4,0615 PH-LHA Foxb1 Glut_4,#73FFE8
616,PH-LHA Foxb1 Glut_5,0616 PH-LHA Foxb1 Glut_5,#5C6CCC
617,PH-LHA Foxb1 Glut_6,0617 PH-LHA Foxb1 Glut_6,#4DFFDE
618,PH-LHA Foxb1 Glut_7,0618 PH-LHA Foxb1 Glut_7,#5C9799
619,PMd-LHA Foxb1 Glut_1,0619 PMd-LHA Foxb1 Glut_1,#66411F
620,PMd-LHA Foxb1 Glut_2,0620 PMd-LHA Foxb1 Glut_2,#A7CC7A
621,PMd-LHA Foxb1 Glut_3,0621 PMd-LHA Foxb1 Glut_3,#2E6649
622,PH-SUM Foxa1 Glut_1,0622 PH-SUM Foxa1 Glut_1,#994F17
623,PH-SUM Foxa1 Glut_2,0623 PH-SUM Foxa1 Glut_2,#3DCC67
624,PH-SUM Foxa1 Glut_3,0624 PH-SUM Foxa1 Glut_3,#996D5C
625,PH-SUM Foxa1 Glut_4,0625 PH-SUM Foxa1 Glut_4,#2E664F
626,PH-SUM Foxa1 Glut_5,0626 PH-SUM Foxa1 Glut_5,#9ECC7A
627,PH-SUM Foxa1 Glut_6,0627 PH-SUM Foxa1 Glut_6,#995145
628,HY Gnrh1 Glut_1,0628 HY Gnrh1 Glut_1,#B626FF
629,MM-ant Foxb1 Glut_1,0629 MM-ant Foxb1 Glut_1,#C23DCC
630,MM Foxb1 Glut_1,0630 MM Foxb1 Glut_1,#1F6647
631,MM Foxb1 Glut_2,0631 MM Foxb1 Glut_2,#660034
632,MH Tac2 Glut_1,0632 MH Tac2 Glut_1,#701FCC
633,MH Tac2 Glut_2,0633 MH Tac2 Glut_2,#661F30
634,MH Tac2 Glut_3,0634 MH Tac2 Glut_3,#1700FF
635,MH Tac2 Glut_4,0635 MH Tac2 Glut_4,#C8FF99
636,MH Tac2 Glut_5,0636 MH Tac2 Glut_5,#FF0096
637,LH Pou4f1 Sox1 Glut_1,0637 LH Pou4f1 Sox1 Glut_1,#CC7AA1
638,LH Pou4f1 Sox1 Glut_2,0638 LH Pou4f1 Sox1 Glut_2,#5C9980
639,LH Pou4f1 Sox1 Glut_3,0639 LH Pou4f1 Sox1 Glut_3,#003E99
640,LH Pou4f1 Sox1 Glut_4,0640 LH Pou4f1 Sox1 Glut_4,#007099
641,AD Serpinb7 Glut_1,0641 AD Serpinb7 Glut_1,#3D4066
642,AV Col27a1 Glut_1,0642 AV Col27a1 Glut_1,#990C00
643,PVT-PT Ntrk1 Glut_1,0643 PVT-PT Ntrk1 Glut_1,#FF26B9
644,PVT-PT Ntrk1 Glut_2,0644 PVT-PT Ntrk1 Glut_2,#FFEB73
645,PVT-PT Ntrk1 Glut_3,0645 PVT-PT Ntrk1 Glut_3,#1F8CCC
646,PVT-PT Ntrk1 Glut_4,0646 PVT-PT Ntrk1 Glut_4,#FFBA4D
647,PVT-PT Ntrk1 Glut_5,0647 PVT-PT Ntrk1 Glut_5,#5C9900
648,PVT-PT Ntrk1 Glut_6,0648 PVT-PT Ntrk1 Glut_6,#995A45
649,CM-IAD-CL-PCN Sema5b Glut_1,0649 CM-IAD-CL-PCN Sema5b Glut_1,#FF99C1
650,CM-IAD-CL-PCN Sema5b Glut_2,0650 CM-IAD-CL-PCN Sema5b Glut_2,#2E663D
651,CM-IAD-CL-PCN Sema5b Glut_3,0651 CM-IAD-CL-PCN Sema5b Glut_3,#7ACCB1
652,CM-IAD-CL-PCN Sema5b Glut_4,0652 CM-IAD-CL-PCN Sema5b Glut_4,#CC7D7A
653,CM-IAD-CL-PCN Sema5b Glut_5,0653 CM-IAD-CL-PCN Sema5b Glut_5,#CC0A00
654,TH Prkcd Grin2c Glut_1,0654 TH Prkcd Grin2c Glut_1,#00CC33
655,TH Prkcd Grin2c Glut_2,0655 TH Prkcd Grin2c Glut_2,#0F6652
656,TH Prkcd Grin2c Glut_3,0656 TH Prkcd Grin2c Glut_3,#A67ACC
657,TH Prkcd Grin2c Glut_4,0657 TH Prkcd Grin2c Glut_4,#CC7ABC
658,TH Prkcd Grin2c Glut_5,0658 TH Prkcd Grin2c Glut_5,#66311F
659,TH Prkcd Grin2c Glut_6,0659 TH Prkcd Grin2c Glut_6,#4DBEFF
660,TH Prkcd Grin2c Glut_7,0660 TH Prkcd Grin2c Glut_7,#5A3D66
661,TH Prkcd Grin2c Glut_8,0661 TH Prkcd Grin2c Glut_8,#FF5F26
662,TH Prkcd Grin2c Glut_9,0662 TH Prkcd Grin2c Glut_9,#42CC3D
663,TH Prkcd Grin2c Glut_10,0663 TH Prkcd Grin2c Glut_10,#FFBD73
664,TH Prkcd Grin2c Glut_11,0664 TH Prkcd Grin2c Glut_11,#9E26FF
665,TH Prkcd Grin2c Glut_12,0665 TH Prkcd Grin2c Glut_12,#89995C
666,TH Prkcd Grin2c Glut_13,0666 TH Prkcd Grin2c Glut_13,#543DCC
667,TH Prkcd Grin2c Glut_14,0667 TH Prkcd Grin2c Glut_14,#CC1FA2
668,RE-Xi Nox4 Glut_1,0668 RE-Xi Nox4 Glut_1,#7AC3CC
669,RE-Xi Nox4 Glut_2,0669 RE-Xi Nox4 Glut_2,#73FFF8
670,RE-Xi Nox4 Glut_3,0670 RE-Xi Nox4 Glut_3,#CC993D
671,RE-Xi Nox4 Glut_4,0671 RE-Xi Nox4 Glut_4,#991720
672,MG-POL-SGN Nts Glut_1,0672 MG-POL-SGN Nts Glut_1,#CC1F7C
673,MG-POL-SGN Nts Glut_2,0673 MG-POL-SGN Nts Glut_2,#0E6600
674,PF Fzd5 Glut_1,0674 PF Fzd5 Glut_1,#99472E
675,PF Fzd5 Glut_2,0675 PF Fzd5 Glut_2,#454599
676,PRC-PAG Pax6 Glut_1,0676 PRC-PAG Pax6 Glut_1,#CC1FB5
677,PRC-PAG Pax6 Glut_2,0677 PRC-PAG Pax6 Glut_2,#99ECFF
678,PRC-PAG Pax6 Glut_3,0678 PRC-PAG Pax6 Glut_3,#FF4D82
679,PRC-PAG Pax6 Glut_4,0679 PRC-PAG Pax6 Glut_4,#FFD073
680,PRC-PAG Pax6 Glut_5,0680 PRC-PAG Pax6 Glut_5,#996345
681,MB-ant-ve Dmrta2 Glut_1,0681 MB-ant-ve Dmrta2 Glut_1,#176599
682,RN Spp1 Glut_1,0682 RN Spp1 Glut_1,#BA1FCC
683,MRN-PAG Nkx6-1 Glut_1,0683 MRN-PAG Nkx6-1 Glut_1,#73CA00
684,MRN-PAG Nkx6-1 Glut_2,0684 MRN-PAG Nkx6-1 Glut_2,#1F3FCC
685,IF-RL-CLI-PAG Foxa1 Glut_1,0685 IF-RL-CLI-PAG Foxa1 Glut_1,#CC5C87
686,IF-RL-CLI-PAG Foxa1 Glut_2,0686 IF-RL-CLI-PAG Foxa1 Glut_2,#99004E
687,IF-RL-CLI-PAG Foxa1 Glut_3,0687 IF-RL-CLI-PAG Foxa1 Glut_3,#FF6C4D
688,IF-RL-CLI-PAG Foxa1 Glut_4,0688 IF-RL-CLI-PAG Foxa1 Glut_4,#CD99FF
689,IF-RL-CLI-PAG Foxa1 Glut_5,0689 IF-RL-CLI-PAG Foxa1 Glut_5,#2E9997
690,PAG-SC Neurod2 Meis2 Glut_1,0690 PAG-SC Neurod2 Meis2 Glut_1,#995C63
691,PAG-SC Neurod2 Meis2 Glut_2,0691 PAG-SC Neurod2 Meis2 Glut_2,#996000
692,PAG-SC Neurod2 Meis2 Glut_3,0692 PAG-SC Neurod2 Meis2 Glut_3,#68f9d3
693,PAG-SC Neurod2 Meis2 Glut_4,0693 PAG-SC Neurod2 Meis2 Glut_4,#491799
694,PAG Pou4f3 Glut_1,0694 PAG Pou4f3 Glut_1,#f76ad1
695,PAG Pou4f3 Glut_2,0695 PAG Pou4f3 Glut_2,#458699
696,PAG Pou4f3 Glut_3,0696 PAG Pou4f3 Glut_3,#EEFF73
697,CUN Evx2 Lhx2 Glut_1,0697 CUN Evx2 Lhx2 Glut_1,#5C5CCC
698,CUN Evx2 Lhx2 Glut_2,0698 CUN Evx2 Lhx2 Glut_2,#CC0002
699,CUN Evx2 Lhx2 Glut_3,0699 CUN Evx2 Lhx2 Glut_3,#461F66
700,CUN Evx2 Lhx2 Glut_4,0700 CUN Evx2 Lhx2 Glut_4,#CC7AAA
701,CUN Evx2 Lhx2 Glut_5,0701 CUN Evx2 Lhx2 Glut_5,#FF265A
702,APN C1ql2 Glut_1,0702 APN C1ql2 Glut_1,#843DCC
703,APN C1ql4 Glut_1,0703 APN C1ql4 Glut_1,#660F39
704,PAG-MRN Pou3f1 Glut_1,0704 PAG-MRN Pou3f1 Glut_1,#3D4466
705,PAG-MRN Pou3f1 Glut_2,0705 PAG-MRN Pou3f1 Glut_2,#CC4B3D
706,PAG-MRN Pou3f1 Glut_3,0706 PAG-MRN Pou3f1 Glut_3,#26FFD2
707,PAG-MRN Pou3f1 Glut_4,0707 PAG-MRN Pou3f1 Glut_4,#2E9948
708,PAG-MRN Pou3f1 Glut_5,0708 PAG-MRN Pou3f1 Glut_5,#FFA24D
709,PAG-MRN Pou3f1 Glut_6,0709 PAG-MRN Pou3f1 Glut_6,#FF00EE
710,MRN Pou3f1 C1ql4 Glut_1,0710 MRN Pou3f1 C1ql4 Glut_1,#FF4D73
711,MRN Pou3f1 C1ql4 Glut_2,0711 MRN Pou3f1 C1ql4 Glut_2,#4DFF9A
712,MRN Pou3f1 C1ql4 Glut_3,0712 MRN Pou3f1 C1ql4 Glut_3,#1F86CC
713,PRC-PAG Tcf7l2 Irx2 Glut_1,0713 PRC-PAG Tcf7l2 Irx2 Glut_1,#120066
714,PRC-PAG Tcf7l2 Irx2 Glut_2,0714 PRC-PAG Tcf7l2 Irx2 Glut_2,#660007
715,PRC-PAG Tcf7l2 Irx2 Glut_3,0715 PRC-PAG Tcf7l2 Irx2 Glut_3,#B6FF73
716,PRC-PAG Tcf7l2 Irx2 Glut_4,0716 PRC-PAG Tcf7l2 Irx2 Glut_4,#CC1F56
717,PRC-PAG Tcf7l2 Irx2 Glut_5,0717 PRC-PAG Tcf7l2 Irx2 Glut_5,#178A99
718,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1,0718 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1,#F72600
719,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2,0719 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2,#6B0099
720,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,0720 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,#1F5666
721,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,0721 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4,#3D94CC
722,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,0722 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5,#006641
723,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,0723 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6,#8D992E
724,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7,0724 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7,#1F6620
725,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8,0725 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8,#8E9945
726,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_9,0726 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_9,#58FF4D
727,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_10,0727 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_10,#00FFA9
728,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_11,0728 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_11,#2655FF
729,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_12,0729 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_12,#CC7AB3
730,PAG-SC Pou4f1 Zic1 Glut_1,0730 PAG-SC Pou4f1 Zic1 Glut_1,#73C200
731,PAG-SC Pou4f1 Zic1 Glut_2,0731 PAG-SC Pou4f1 Zic1 Glut_2,#4E2E66
732,PAG-SC Pou4f1 Zic1 Glut_3,0732 PAG-SC Pou4f1 Zic1 Glut_3,#00991A
733,PAG-MRN Tfap2b Glut_1,0733 PAG-MRN Tfap2b Glut_1,#2A1FCC
734,PAG-MRN Tfap2b Glut_2,0734 PAG-MRN Tfap2b Glut_2,#00E5FF
735,PAG Pou4f1 Bnc2 Glut_1,0735 PAG Pou4f1 Bnc2 Glut_1,#FF00A3
736,PAG Pou4f1 Bnc2 Glut_2,0736 PAG Pou4f1 Bnc2 Glut_2,#0F6665
737,PAG Pou4f1 Ebf2 Glut_1,0737 PAG Pou4f1 Ebf2 Glut_1,#3D84CC
738,PAG Pou4f1 Ebf2 Glut_2,0738 PAG Pou4f1 Ebf2 Glut_2,#4D4599
739,PAG Pou4f1 Ebf2 Glut_3,0739 PAG Pou4f1 Ebf2 Glut_3,#CC893D
740,PAG Pou4f1 Ebf2 Glut_4,0740 PAG Pou4f1 Ebf2 Glut_4,#FF7600
741,PAG Pou4f1 Ebf2 Glut_5,0741 PAG Pou4f1 Ebf2 Glut_5,#FEFF4D
742,PAG Pou4f1 Ebf2 Glut_6,0742 PAG Pou4f1 Ebf2 Glut_6,#99932E
743,PAG Pou4f1 Ebf2 Glut_7,0743 PAG Pou4f1 Ebf2 Glut_7,#9FCC1F
744,PAG Pou4f1 Ebf2 Glut_8,0744 PAG Pou4f1 Ebf2 Glut_8,#E573FF
745,PAG Pou4f2 Glut_1,0745 PAG Pou4f2 Glut_1,#422E66
746,PAG Pou4f2 Glut_2,0746 PAG Pou4f2 Glut_2,#267F00
747,PAG Pou4f2 Glut_3,0747 PAG Pou4f2 Glut_3,#99D5FF
748,PAG Pou4f2 Glut_4,0748 PAG Pou4f2 Glut_4,#1CFF00
749,PAG Pou4f2 Glut_5,0749 PAG Pou4f2 Glut_5,#CC6400
750,PAG Pou4f2 Mesi2 Glut_1,0750 PAG Pou4f2 Mesi2 Glut_1,#99482E
751,PAG Pou4f2 Mesi2 Glut_2,0751 PAG Pou4f2 Mesi2 Glut_2,#FFAF73
752,PAG Pou4f2 Mesi2 Glut_3,0752 PAG Pou4f2 Mesi2 Glut_3,#66211F
753,PAG Pou4f2 Mesi2 Glut_4,0753 PAG Pou4f2 Mesi2 Glut_4,#0058CC
754,PAG Pou4f2 Mesi2 Glut_5,0754 PAG Pou4f2 Mesi2 Glut_5,#FF99CC
755,PAG Pou4f2 Mesi2 Glut_6,0755 PAG Pou4f2 Mesi2 Glut_6,#2726FF
756,SC Bnc2 Glut_1,0756 SC Bnc2 Glut_1,#689945
757,SC Bnc2 Glut_2,0757 SC Bnc2 Glut_2,#FF73E6
758,SC Bnc2 Glut_3,0758 SC Bnc2 Glut_3,#892E99
759,SC Bnc2 Glut_4,0759 SC Bnc2 Glut_4,#00996E
760,SCig Foxb1 Glut_1,0760 SCig Foxb1 Glut_1,#992E4B
761,SCig Foxb1 Glut_2,0761 SCig Foxb1 Glut_2,#CC9C5C
762,SCig Foxb1 Glut_3,0762 SCig Foxb1 Glut_3,#CC0019
763,SCig Foxb1 Glut_4,0763 SCig Foxb1 Glut_4,#1FCC4E
764,SCig-an-PPT Foxb1 Glut_1,0764 SCig-an-PPT Foxb1 Glut_1,#663D41
765,SCig Foxb1 Otx2 Glut_1,0765 SCig Foxb1 Otx2 Glut_1,#99E0FF
766,SCdg-PAG Tfap2b Glut_1,0766 SCdg-PAG Tfap2b Glut_1,#001B66
767,SCiw Pitx2 Glut_1,0767 SCiw Pitx2 Glut_1,#CCB35C
768,SCiw Pitx2 Glut_2,0768 SCiw Pitx2 Glut_2,#51662E
769,SCiw Pitx2 Glut_3,0769 SCiw Pitx2 Glut_3,#CC3D58
770,IC Tfap2d Maf Glut_1,0770 IC Tfap2d Maf Glut_1,#4DE5FF
771,IC Tfap2d Maf Glut_2,0771 IC Tfap2d Maf Glut_2,#99992E
772,IC Tfap2d Maf Glut_3,0772 IC Tfap2d Maf Glut_3,#FF0021
773,IC Tfap2d Maf Glut_4,0773 IC Tfap2d Maf Glut_4,#E0FF00
774,IC Tfap2d Maf Glut_5,0774 IC Tfap2d Maf Glut_5,#5CCC73
775,IC Tfap2d Maf Glut_6,0775 IC Tfap2d Maf Glut_6,#1B9917
776,CUN-PPN Evx2 Meis2 Glut_1,0776 CUN-PPN Evx2 Meis2 Glut_1,#13d9f7
777,CUN-PPN Evx2 Meis2 Glut_2,0777 CUN-PPN Evx2 Meis2 Glut_2,#995D17
778,CUN-PPN Evx2 Meis2 Glut_3,0778 CUN-PPN Evx2 Meis2 Glut_3,#66573D
779,CUN-PPN Evx2 Meis2 Glut_4,0779 CUN-PPN Evx2 Meis2 Glut_4,#992E62
780,CUN-PPN Evx2 Meis2 Glut_5,0780 CUN-PPN Evx2 Meis2 Glut_5,#39FF26
781,PBG Mtnr1a Glut-Chol_1,0781 PBG Mtnr1a Glut-Chol_1,#187bdd
782,PAG Tcf24 Glut_1,0782 PAG Tcf24 Glut_1,#d15c08
783,SCig Tfap2b Chrnb3 Glut_1,0783 SCig Tfap2b Chrnb3 Glut_1,#2685FF
784,SCop Pou4f2 Neurod2 Glut_1,0784 SCop Pou4f2 Neurod2 Glut_1,#0F4166
785,SCsg Pde5a Glut_1,0785 SCsg Pde5a Glut_1,#26FFEA
786,SCsg Pde5a Glut_2,0786 SCsg Pde5a Glut_2,#741799
787,SCsg Pde5a Glut_3,0787 SCsg Pde5a Glut_3,#662E3A
788,SCop Sln Glut_1,0788 SCop Sln Glut_1,#00CCA3
789,PAG Ucn Glut_1,0789 PAG Ucn Glut_1,#CC8E5C
790,ND-INC Foxd2 Glut_1,0790 ND-INC Foxd2 Glut_1,#FFCC73
791,PAG-MRN Rln3 Gaba_1,0791 PAG-MRN Rln3 Gaba_1,#26FF2B
792,PPN-CUN-PCG Otp En1 Gaba_1,0792 PPN-CUN-PCG Otp En1 Gaba_1,#BDCC3D
793,PPN-CUN-PCG Otp En1 Gaba_2,0793 PPN-CUN-PCG Otp En1 Gaba_2,#7BFF4D
794,PPN-CUN-PCG Otp En1 Gaba_3,0794 PPN-CUN-PCG Otp En1 Gaba_3,#efcb15
795,MRN-PPN-CUN Pax8 Gaba_1,0795 MRN-PPN-CUN Pax8 Gaba_1,#992E5B
796,MRN-PPN-CUN Pax8 Gaba_2,0796 MRN-PPN-CUN Pax8 Gaba_2,#FF9E73
797,MRN-PPN-CUN Pax8 Gaba_3,0797 MRN-PPN-CUN Pax8 Gaba_3,#00997E
798,MRN-VTN-PPN Pax5 Cdh23 Gaba_1,0798 MRN-VTN-PPN Pax5 Cdh23 Gaba_1,#070066
799,MRN-VTN-PPN Pax5 Cdh23 Gaba_2,0799 MRN-VTN-PPN Pax5 Cdh23 Gaba_2,#5C6600
800,SNr-VTA Pax5 Npas1 Gaba_1,0800 SNr-VTA Pax5 Npas1 Gaba_1,#979945
801,SNr-VTA Pax5 Npas1 Gaba_2,0801 SNr-VTA Pax5 Npas1 Gaba_2,#FF7D4D
802,PAG-PPN Pax5 Sox21 Gaba_1,0802 PAG-PPN Pax5 Sox21 Gaba_1,#1F1F66
803,PAG-PPN Pax5 Sox21 Gaba_2,0803 PAG-PPN Pax5 Sox21 Gaba_2,#662E40
804,PAG-PPN Pax5 Sox21 Gaba_3,0804 PAG-PPN Pax5 Sox21 Gaba_3,#550066
805,PAG-PPN Pax5 Sox21 Gaba_4,0805 PAG-PPN Pax5 Sox21 Gaba_4,#CCBB7A
806,SNr Six3 Gaba_1,0806 SNr Six3 Gaba_1,#2E995C
807,IC Six3 En2 Gaba_1,0807 IC Six3 En2 Gaba_1,#66501F
808,IC Six3 En2 Gaba_2,0808 IC Six3 En2 Gaba_2,#CC451F
809,IC Six3 En2 Gaba_3,0809 IC Six3 En2 Gaba_3,#60995C
810,IC Six3 En2 Gaba_4,0810 IC Six3 En2 Gaba_4,#44662E
811,IC Six3 En2 Gaba_5,0811 IC Six3 En2 Gaba_5,#995C99
812,IC Six3 En2 Gaba_6,0812 IC Six3 En2 Gaba_6,#17993E
813,IC Six3 En2 Gaba_7,0813 IC Six3 En2 Gaba_7,#179099
814,PAG-MRN-RN Foxa2 Gaba_1,0814 PAG-MRN-RN Foxa2 Gaba_1,#660055
815,PAG-MRN-RN Foxa2 Gaba_2,0815 PAG-MRN-RN Foxa2 Gaba_2,#00FF00
816,PAG-MRN-RN Foxa2 Gaba_3,0816 PAG-MRN-RN Foxa2 Gaba_3,#7B0099
817,PAG-MRN-RN Foxa2 Gaba_4,0817 PAG-MRN-RN Foxa2 Gaba_4,#3D74CC
818,PAG-ND-PCG Onecut1 Gaba_1,0818 PAG-ND-PCG Onecut1 Gaba_1,#41fcf6
819,PAG-ND-PCG Onecut1 Gaba_2,0819 PAG-ND-PCG Onecut1 Gaba_2,#C5FF26
820,PAG-ND-PCG Onecut1 Gaba_3,0820 PAG-ND-PCG Onecut1 Gaba_3,#1F65CC
821,PAG-ND-PCG Onecut1 Gaba_4,0821 PAG-ND-PCG Onecut1 Gaba_4,#665900
822,PAG-ND-PCG Onecut1 Gaba_5,0822 PAG-ND-PCG Onecut1 Gaba_5,#720099
823,PAG-RN Nkx2-2 Otx1 Gaba_1,0823 PAG-RN Nkx2-2 Otx1 Gaba_1,#8fb7ac
824,PAG-RN Nkx2-2 Otx1 Gaba_2,0824 PAG-RN Nkx2-2 Otx1 Gaba_2,#1F79CC
825,PAG-RN Nkx2-2 Otx1 Gaba_3,0825 PAG-RN Nkx2-2 Otx1 Gaba_3,#6A5C99
826,PAG-RN Nkx2-2 Otx1 Gaba_4,0826 PAG-RN Nkx2-2 Otx1 Gaba_4,#4D663D
827,PAG-RN Nkx2-2 Otx1 Gaba_5,0827 PAG-RN Nkx2-2 Otx1 Gaba_5,#73B9FF
828,PAG-RN Nkx2-2 Otx1 Gaba_6,0828 PAG-RN Nkx2-2 Otx1 Gaba_6,#83CC7A
829,PRT Tcf7l2 Gaba_1,0829 PRT Tcf7l2 Gaba_1,#FF4DBB
830,PRT Tcf7l2 Gaba_2,0830 PRT Tcf7l2 Gaba_2,#5D3DCC
831,PRT Tcf7l2 Gaba_3,0831 PRT Tcf7l2 Gaba_3,#3DCC77
832,PRT Tcf7l2 Gaba_4,0832 PRT Tcf7l2 Gaba_4,#006635
833,PRT Tcf7l2 Gaba_5,0833 PRT Tcf7l2 Gaba_5,#999DFF
834,LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_1,0834 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_1,#5C995E
835,LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_2,0835 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_2,#5A663D
836,LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_3,0836 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_3,#CC2B1F
837,LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_4,0837 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_4,#460F66
838,LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_5,0838 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_5,#995C92
839,LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_6,0839 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_6,#2A9900
840,LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_7,0840 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_7,#66004A
841,SC Otx2 Gcnt4 Gaba_1,0841 SC Otx2 Gcnt4 Gaba_1,#998E5C
842,SC Otx2 Gcnt4 Gaba_2,0842 SC Otx2 Gcnt4 Gaba_2,#9BCC1F
843,SC-PAG Lef1 Emx2 Gaba_1,0843 SC-PAG Lef1 Emx2 Gaba_1,#B9CC7A
844,SC-PAG Lef1 Emx2 Gaba_2,0844 SC-PAG Lef1 Emx2 Gaba_2,#173A99
845,SC-PAG Lef1 Emx2 Gaba_3,0845 SC-PAG Lef1 Emx2 Gaba_3,#0F3866
846,SC-PAG Lef1 Emx2 Gaba_4,0846 SC-PAG Lef1 Emx2 Gaba_4,#99000E
847,SC-PAG Lef1 Emx2 Gaba_5,0847 SC-PAG Lef1 Emx2 Gaba_5,#2E5E66
848,SCm-PAG Cdh23 Gaba_1,0848 SCm-PAG Cdh23 Gaba_1,#2E998B
849,SCm-PAG Cdh23 Gaba_2,0849 SCm-PAG Cdh23 Gaba_2,#F8FF26
850,SCm-PAG Cdh23 Gaba_3,0850 SCm-PAG Cdh23 Gaba_3,#98FF73
851,SCm-PAG Cdh23 Gaba_4,0851 SCm-PAG Cdh23 Gaba_4,#1F5E66
852,SCs Dmbx1 Gaba_1,0852 SCs Dmbx1 Gaba_1,#ffcce1
853,SCs Dmbx1 Gaba_2,0853 SCs Dmbx1 Gaba_2,#6CFF4D
854,SCs Dmbx1 Gaba_3,0854 SCs Dmbx1 Gaba_3,#1FCC74
855,SCs Dmbx1 Gaba_4,0855 SCs Dmbx1 Gaba_4,#1FC5CC
856,SCs Dmbx1 Gaba_5,0856 SCs Dmbx1 Gaba_5,#CA7ACC
