id,label,color
618,Pvalb Gaba_3,#bababa
619,Pvalb Gaba_3,#A62600
620,Pvalb Gaba_3,#3D74CC
621,Pvalb Gaba_3,#ec5ffc
622,Pvalb Gaba_4,#564D00
623,Pvalb Gaba_4,#066e70
624,Pvalb Gaba_4,#CC1F53
625,Pvalb Gaba_4,#3DCC64
626,Pvalb Gaba_4,#A2FF4D
627,Pvalb Gaba_4,#992E71
628,Pvalb Gaba_5,#002999
629,Sst Gaba_1,#2E9998
630,Sst Gaba_1,#51FF4D
631,Sst Gaba_1,#08FF00
632,Sst Gaba_1,#4BCC1F
633,Sst Gaba_1,#7A9945
634,Sst Gaba_1,#60e8f2
635,Sst Gaba_1,#BF00CC
636,Sst Gaba_1,#FF73A1
637,Sst Gaba_1,#CC5C61
638,Sst Gaba_1,#992E00
639,Sst Gaba_1,#FF2644
640,Sst Gaba_1,#CCA63D
641,Sst Gaba_1,#CC0041
642,Sst Gaba_2,#179933
643,Sst Gaba_2,#991782
644,Sst Gaba_2,#CC009E
645,Sst Gaba_2,#009299
646,Sst Gaba_2,#00CACC
647,Sst Gaba_2,#AAFF26
648,Sst Gaba_2,#CC1F80
649,Sst Gaba_2,#792E99
650,Sst Gaba_2,#991769
651,Sst Gaba_2,#FFB526
652,Sst Gaba_2,#350099
653,Sst Gaba_2,#1F8ECC
654,Sst Gaba_3,#FFB173
655,Sst Gaba_3,#FF263B
656,Sst Gaba_3,#a8afa5
657,Sst Gaba_3,#604a55
658,Sst Gaba_3,#B97300
659,Sst Gaba_3,#26FF8F
660,Sst Gaba_3,#E17300
661,Sst Gaba_3,#A200CC
662,Sst Gaba_3,#00C7CC
663,Sst Gaba_3,#FF003D
664,Sst Gaba_4,#5CCC7F
665,Sst Gaba_4,#26FFBF
666,Sst Gaba_4,#86CC5C
667,Sst Gaba_4,#ff99c8
668,Sst Gaba_4,#f7f18a
669,Sst Gaba_4,#1FCC4D
670,Sst Gaba_4,#DF0000
671,Sst Gaba_4,#785CCC
672,Sst Gaba_4,#17995B
673,Sst Gaba_5,#0075CC
674,Sst Gaba_5,#26FFE0
675,Sst Gaba_5,#949945
676,Sst Gaba_5,#C5FF73
677,Sst Gaba_5,#FF514D
678,Sst Gaba_5,#CC0049
679,Sst Gaba_5,#564860
680,Sst Gaba_5,#fc911e
681,Sst Gaba_6,#FFD873
682,Sst Gaba_6,#8F00CC
683,Sst Gaba_6,#062823
684,Sst Gaba_6,#947300
685,Sst Gaba_6,#2E7799
686,Sst Gaba_6,#CC3DA3
687,Sst Gaba_6,#2E998D
688,Sst Gaba_7,#991733
689,Sst Gaba_7,#82f407
690,Sst Gaba_7,#009921
691,Sst Gaba_7,#995645
692,Sst Gaba_7,#c7f8fc
693,Sst Gaba_8,#586b77
694,Sst Gaba_8,#26FFFE
695,Sst Gaba_8,#311FCC
696,Sst Gaba_8,#d1089e
697,Sst Gaba_8,#177C99
698,Sst Gaba_9,#A85CCC
699,Sst Gaba_9,#CC9D00
700,Sst Gaba_9,#CC3D9D
701,Sst Gaba_9,#47FF26
702,STR Prox1 Lhx6 Gaba_1,#DDFF26
703,STR Prox1 Lhx6 Gaba_1,#5C62CC
704,STR Prox1 Lhx6 Gaba_1,#FF00BC
705,STR Prox1 Lhx6 Gaba_1,#5CCC89
706,STR Prox1 Lhx6 Gaba_2,#4DFF75
707,STR Prox1 Lhx6 Gaba_2,#4C1FCC
708,STR Prox1 Lhx6 Gaba_2,#5C73CC
709,STR Prox1 Lhx6 Gaba_3,#73E000
710,STR Prox1 Lhx6 Gaba_3,#45996F
711,STR Prox1 Lhx6 Gaba_3,#FF8C4D
712,STR Prox1 Lhx6 Gaba_4,#992E3D
713,STR Prox1 Lhx6 Gaba_4,#a0b24e
714,STRv Lhx8 Gaba_1,#2E3F99
715,STRv Lhx8 Gaba_1,#E60000
716,STRv Lhx8 Gaba_2,#998C17
717,STRv Lhx8 Gaba_2,#390099
718,STRv Lhx8 Gaba_2,#78FF73
719,Sst Chodl Gaba_1,#00CC7F
720,Sst Chodl Gaba_1,#ED0000
721,Sst Chodl Gaba_1,#5CAECC
722,Sst Chodl Gaba_1,#CC5F00
723,Sst Chodl Gaba_2,#5C992E
724,Sst Chodl Gaba_2,#762E99
725,Sst Chodl Gaba_2,#FF737C
726,Sst Chodl Gaba_2,#4800CC
727,Sst Chodl Gaba_3,#C2FF26
728,Sst Chodl Gaba_3,#30992E
729,Sst Chodl Gaba_3,#ab1dd6
730,Sst Chodl Gaba_4,#000799
731,Sst Chodl Gaba_4,#7DFF4D
732,Sst Chodl Gaba_5,#994553
733,Sst Chodl Gaba_5,#00FF3F
734,NDB-SI-MA-STRv Lhx8 Gaba_1,#b9c6c9
735,NDB-SI-MA-STRv Lhx8 Gaba_1,#009984
736,NDB-SI-MA-STRv Lhx8 Gaba_1,#FFB373
737,NDB-SI-MA-STRv Lhx8 Gaba_1,#994567
738,NDB-SI-MA-STRv Lhx8 Gaba_1,#BECC5C
739,NDB-SI-MA-STRv Lhx8 Gaba_1,#6A1799
740,NDB-SI-MA-STRv Lhx8 Gaba_1,#00CC66
741,NDB-SI-MA-STRv Lhx8 Gaba_1,#5cbfc4
742,NDB-SI-MA-STRv Lhx8 Gaba_1,#e555ed
743,NDB-SI-MA-STRv Lhx8 Gaba_1,#CC725C
744,NDB-SI-MA-STRv Lhx8 Gaba_1,#99176A
745,NDB-SI-MA-STRv Lhx8 Gaba_2,#c8ccc3
746,NDB-SI-MA-STRv Lhx8 Gaba_2,#FF5B26
747,NDB-SI-MA-STRv Lhx8 Gaba_2,#FFB64D
748,NDB-SI-MA-STRv Lhx8 Gaba_2,#00993E
749,NDB-SI-MA-STRv Lhx8 Gaba_2,#992E52
750,NDB-SI-MA-STRv Lhx8 Gaba_2,#5C8CCC
751,NDB-SI-MA-STRv Lhx8 Gaba_2,#9C5CCC
752,NDB-SI-MA-STRv Lhx8 Gaba_2,#CC3DA5
753,NDB-SI-MA-STRv Lhx8 Gaba_2,#0001CC
754,NDB-SI-MA-STRv Lhx8 Gaba_2,#179989
755,NDB-SI-MA-STRv Lhx8 Gaba_3,#71FF4D
756,NDB-SI-MA-STRv Lhx8 Gaba_3,#fc003f
757,NDB-SI-MA-STRv Lhx8 Gaba_3,#4ff7de
758,NDB-SI-MA-STRv Lhx8 Gaba_3,#997400
759,NDB-SI-MA-STRv Lhx8 Gaba_3,#459989
760,NDB-SI-MA-STRv Lhx8 Gaba_3,#454C99
761,NDB-SI-MA-STRv Lhx8 Gaba_3,#4E9917
762,NDB-SI-MA-STRv Lhx8 Gaba_3,#e086ce
763,NDB-SI-MA-STRv Lhx8 Gaba_3,#CC5100
764,NDB-SI-MA-STRv Lhx8 Gaba_3,#73FFEC
765,NDB-SI-MA-STRv Lhx8 Gaba_4,#179965
766,NDB-SI-MA-STRv Lhx8 Gaba_4,#8C5CCC
767,NDB-SI-MA-STRv Lhx8 Gaba_4,#44FF26
768,NDB-SI-MA-STRv Lhx8 Gaba_4,#B77300
769,NDB-SI-MA-STRv Lhx8 Gaba_4,#01415e
770,NDB-SI-MA-STRv Lhx8 Gaba_4,#00CC1F
771,NDB-SI-MA-STRv Lhx8 Gaba_4,#009903
772,NDB-SI-MA-STRv Lhx8 Gaba_4,#CCFF4D
773,NDB-SI-MA-STRv Lhx8 Gaba_4,#A15CCC
774,NDB-SI-MA-STRv Lhx8 Gaba_5,#636211
775,NDB-SI-MA-STRv Lhx8 Gaba_5,#3DCC6E
776,NDB-SI-MA-STRv Lhx8 Gaba_5,#00FF22
777,NDB-SI-MA-STRv Lhx8 Gaba_5,#A1CC3D
778,NDB-SI-MA-STRv Lhx8 Gaba_5,#73FF87
779,NDB-SI-MA-STRv Lhx8 Gaba_5,#FF6426
780,NDB-SI-MA-STRv Lhx8 Gaba_5,#738000
781,NDB-SI-MA-STRv Lhx8 Gaba_6,#3D5DCC
782,NDB-SI-MA-STRv Lhx8 Gaba_6,#d953db
783,NDB-SI-MA-STRv Lhx8 Gaba_6,#73A700
784,NDB-SI-MA-STRv Lhx8 Gaba_6,#73FFE8
785,NDB-SI-MA-STRv Lhx8 Gaba_6,#6D5CCC
786,NDB-SI-MA-STRv Lhx8 Gaba_6,#AF4D00
787,NDB-SI-MA-STRv Lhx8 Gaba_7,#CC653D
788,NDB-SI-MA-STRv Lhx8 Gaba_7,#008200
789,NDB-SI-MA-STRv Lhx8 Gaba_7,#FF4D9B
790,GPe Sox6 Cyp26b1 Gaba_1,#969945
791,GPe Sox6 Cyp26b1 Gaba_2,#459969
792,GPe Sox6 Cyp26b1 Gaba_2,#c10717
793,GPe Sox6 Cyp26b1 Gaba_2,#e925ed
794,GPe Sox6 Cyp26b1 Gaba_2,#996E45
795,PAL-STR Gaba-Chol_1,#CCBD1F
796,PAL-STR Gaba-Chol_1,#00FF0D
797,PAL-STR Gaba-Chol_1,#999845
798,PAL-STR Gaba-Chol_1,#CC9F5C
799,PAL-STR Gaba-Chol_1,#CC3D74
800,PAL-STR Gaba-Chol_1,#99acb2
801,PAL-STR Gaba-Chol_2,#00FFA8
802,PAL-STR Gaba-Chol_2,#790000
803,PAL-STR Gaba-Chol_2,#F44D00
804,PAL-STR Gaba-Chol_2,#73E300
805,PAL-STR Gaba-Chol_2,#178899
806,PAL-STR Gaba-Chol_3,#26FF9E
807,PAL-STR Gaba-Chol_3,#d7f780
808,PAL-STR Gaba-Chol_3,#5B4D00
809,PAL-STR Gaba-Chol_3,#65FF26
810,PAL-STR Gaba-Chol_3,#FFD626
811,OT D3 Folh1 Gaba,#44CC00
812,OT D3 Folh1 Gaba,#f22693
813,MSN D1 Gaba_1,#FF964D
814,MSN D1 Gaba_1,#919900
815,MSN D1 Gaba_1,#1F7DCC
816,MSN D1 Gaba_1,#997C45
817,MSN D1 Gaba_1,#CC745C
818,MSN D1 Gaba_2,#2E7F99
819,MSN D1 Gaba_2,#630000
820,MSN D1 Gaba_2,#26FFB0
821,MSN D1 Gaba_2,#43992E
822,MSN D1 Gaba_3,#00CC7C
823,MSN D1 Gaba_3,#4DFF70
824,MSN D1 Gaba_3,#1e15d3
825,MSN D1 Gaba_3,#CC1B00
826,MSN D1 Gaba_3,#98CC1F
827,MSN D1 Gaba_4,#fc235d
828,MSN D1 Gaba_4,#4DFFCD
829,MSN D1 Gaba_4,#6A4599
830,MSN D1 Gaba_4,#EAFF4D
831,MSN D1 Gaba_5,#aae6ed
832,MSN D1 Gaba_5,#00CC4A
833,MSN D1 Gaba_5,#630099
834,MSN D1 Gaba_6,#175D99
835,MSN D1 Gaba_6,#CC3D66
836,MSN D1 Gaba_7,#00B6CC
837,MSN D2 Gaba_1,#6C9945
838,MSN D2 Gaba_1,#459991
839,MSN D2 Gaba_1,#CC983D
840,MSN D2 Gaba_1,#E57300
841,MSN D2 Gaba_1,#d2b8f2
842,MSN D2 Gaba_1,#000999
843,MSN D2 Gaba_1,#FF26E3
844,MSN D2 Gaba_1,#659900
845,MSN D2 Gaba_2,#f20985
846,MSN D2 Gaba_2,#CC5C81
847,MSN D2 Gaba_2,#45996E
848,MSN D2 Gaba_2,#7FCC3D
849,MSN D2 Gaba_2,#6C992E
850,MSN D2 Gaba_2,#700099
851,MSN D2 Gaba_3,#5CA3CC
852,MSN D2 Gaba_4,#CC1800
853,MSN D2 Gaba_4,#459299
854,MSN D2 Gaba_4,#81CC5C
855,MSN D2 Gaba_4,#4e5b48
856,MSN D2 Gaba_5,#6ff754
857,MSN D2 Gaba_5,#990004
858,MSN D2 Gaba_5,#2E6799
859,MSN D2 Gaba_6,#1E1799
860,MSN D2 Gaba_6,#ce870c
861,MSN D2 Gaba_6,#9F5CCC
862,MSN D1 Sema5a Gaba_1,#2E6999
863,MSN D1 Sema5a Gaba_1,#CC3D70
864,MSN D1 Sema5a Gaba_2,#efda4f
865,MSN D1 Sema5a Gaba_2,#72FF00
866,MSN D1 Sema5a Gaba_2,#1efcf1
867,MSN D1 Sema5a Gaba_2,#FF73EA
868,MSN D1 Sema5a Gaba_2,#4e635e
869,MSN D1 Sema5a Gaba_3,#5ECC5C
870,MSN D1 Sema5a Gaba_4,#511799
871,STR-PAL Chst9 Gaba_1,#8E2600
872,STR-PAL Chst9 Gaba_1,#CC4E00
873,STR-PAL Chst9 Gaba_1,#AD5CCC
874,STR-PAL Chst9 Gaba_2,#3DCCB1
875,STR-PAL Chst9 Gaba_2,#FF73CF
876,STR-PAL Chst9 Gaba_2,#0833ce
877,STR-PAL Chst9 Gaba_2,#FF26A1
878,STR-PAL Chst9 Gaba_3,#D8FF00
879,STR-PAL Chst9 Gaba_3,#3F2E99
880,STR-PAL Chst9 Gaba_3,#2D9917
881,STR-PAL Chst9 Gaba_3,#afffb7
882,STR-PAL Chst9 Gaba_3,#176F99
883,STR-PAL Chst9 Gaba_4,#CC5C5E
884,STR-PAL Chst9 Gaba_4,#6a6cf2
885,STR-PAL Chst9 Gaba_5,#B6FF4D
886,STR-PAL Chst9 Gaba_5,#176699
887,STR-PAL Chst9 Gaba_5,#CC3D62
888,FS Mgp Gaba,#CC000E
889,FS Mgp Gaba,#97CC5C
890,FS Mgp Gaba,#1AFF00
891,FS Mgp Gaba,#4D5200
892,FS Mgp Gaba,#990091
893,FS Mgp Gaba,#FF4026
894,FS Mgp Gaba,#CC885C
895,FS Mgp Gaba,#702600
896,FS Mgp Gaba,#2E995C
897,FS Mgp Gaba,#CC1F4C
898,FS Mgp Gaba,#881FCC
899,FS Mgp Gaba,#26FFAD
900,NDB-SI-ant Prdm12 Gaba_1,#FF004F
901,NDB-SI-ant Prdm12 Gaba_1,#99FF4D
902,NDB-SI-ant Prdm12 Gaba_1,#CC1F66
903,NDB-SI-ant Prdm12 Gaba_1,#CC6B3D
904,NDB-SI-ant Prdm12 Gaba_1,#76CC5C
905,NDB-SI-ant Prdm12 Gaba_1,#FFA300
906,NDB-SI-ant Prdm12 Gaba_1,#0e0163
907,NDB-SI-ant Prdm12 Gaba_1,#999717
908,NDB-SI-ant Prdm12 Gaba_1,#4DE900
909,NDB-SI-ant Prdm12 Gaba_1,#5D9945
910,NDB-SI-ant Prdm12 Gaba_1,#d9f76f
911,NDB-SI-ant Prdm12 Gaba_2,#0004CC
912,NDB-SI-ant Prdm12 Gaba_3,#A5CC3D
913,NDB-SI-ant Prdm12 Gaba_3,#CC5C83
914,LSX Sall3 Pax6 Gaba_1,#9D00CC
915,LSX Sall3 Pax6 Gaba_1,#bf6461
916,LSX Sall3 Pax6 Gaba_1,#441c60
917,LSX Sall3 Pax6 Gaba_1,#76e885
918,LSX Sall3 Pax6 Gaba_1,#3ECC00
919,LSX Sall3 Pax6 Gaba_1,#992E43
920,LSX Sall3 Pax6 Gaba_2,#8c6152
921,LSX Sall3 Pax6 Gaba_2,#992400
922,LSX Sall3 Pax6 Gaba_2,#009E00
923,LSX Otx2 Gaba_1,#D9FF4D
924,LSX Otx2 Gaba_1,#CC6D00
925,LSX Otx2 Gaba_1,#FF9D26
926,LSX Otx2 Gaba_1,#31CC1F
927,LSX Otx2 Gaba_1,#b839ce
928,LSX Otx2 Gaba_1,#5c63ed
929,LSX Otx2 Gaba_1,#173D99
930,LSX Otx2 Gaba_2,#5cf25c
931,LSX Otx2 Gaba_2,#4DFFE1
932,LSX Otx2 Gaba_2,#CC0052
933,LSX Otx2 Gaba_2,#D1FF73
934,LSX Otx2 Gaba_2,#CCCA00
935,LSX Otx2 Gaba_3,#992E94
936,LSX Otx2 Gaba_3,#FF4D5B
937,LSX Otx2 Gaba_3,#1FC2CC
938,LSX Otx2 Gaba_3,#8B2600
939,LSX Otx2 Gaba_3,#F77300
940,LSX Otx2 Gaba_3,#179947
941,LSX Otx2 Gaba_4,#B43DCC
942,LSX Otx2 Gaba_4,#cfd3be
943,LSX Otx2 Gaba_4,#3DCC7E
944,LSX Otx2 Gaba_4,#99862E
945,LSX Nkx2-1 Gaba_1,#3DB6CC
946,LSX Nkx2-1 Gaba_1,#68CC00
947,LSX Nkx2-1 Gaba_1,#5C66CC
948,LSX Nkx2-1 Gaba_1,#CC5CB2
949,LSX Nkx2-1 Gaba_1,#FF9A26
950,LSX Nkx2-1 Gaba_1,#2E9599
951,LSX Nkx2-1 Gaba_1,#CC8C5C
952,LSX Nkx2-1 Gaba_1,#99572E
953,LSX Nkx2-1 Gaba_1,#455799
954,LSX Nkx2-1 Gaba_2,#549900
955,LSX Nkx2-1 Gaba_2,#CC5C7D
956,LSX Nkx2-1 Gaba_2,#FFAE00
957,LSX Nkx2-1 Gaba_2,#54e530
958,LSX Nkx2-1 Gaba_2,#777300
959,LSX Nkx2-1 Gaba_2,#8B5CCC
960,LSX Nkx2-1 Gaba_2,#179918
961,LSX Nkx2-1 Gaba_3,#FF6E00
962,LSX Nkx2-1 Gaba_3,#994945
963,LSX Nkx2-1 Gaba_3,#08198c
964,LSX Nkx2-1 Gaba_3,#f9c286
965,LSX Nkx2-1 Gaba_3,#5492f7
966,LSX Nkx2-1 Gaba_4,#5be5a9
967,LSX Nkx2-1 Gaba_4,#990043
968,LSX Nkx2-1 Gaba_4,#007000
969,LSX Nkx2-1 Gaba_4,#92FF26
970,LSX Nkx2-1 Gaba_5,#998E00
971,LSX Nkx2-1 Gaba_5,#49473e
972,LSX Nkx2-1 Gaba_5,#2043db
973,LSX Nkx2-1 Gaba_5,#26FF89
974,LSX Nkx2-1 Gaba_6,#CC7E1F
975,LSX Nkx2-1 Gaba_6,#3DA4CC
976,LSX Nkx2-1 Gaba_6,#FF714D
977,LSX Nkx2-1 Gaba_6,#994548
978,LSX Nkx2-1 Gaba_7,#afedc0
979,LSX Nkx2-1 Gaba_7,#6DCC5C
980,LSX Nkx2-1 Gaba_7,#991743
981,LSX Nkx2-1 Gaba_8,#266700
982,LSX Nkx2-1 Gaba_8,#FF00D1
983,LSX Nkx2-1 Gaba_8,#8B9917
984,LSX Prdm12 ve Gaba_1,#991779
985,LSX Prdm12 ve Gaba_1,#52FF00
986,LSX Prdm12 ve Gaba_1,#9885db
987,LSX Prdm12 ve Gaba_1,#2E9931
988,LSX Prdm12 ve Gaba_1,#7B9945
989,LSX Prdm12 ve Gaba_1,#BBCC3D
990,LSX Prdm12 ve Gaba_1,#60339b
991,LSX Prdm12 ve Gaba_1,#996A17
992,LSX Prdm12 ve Gaba_1,#f79516
993,LSX Prdm12 ve Gaba_2,#5C87CC
994,LSX Prdm12 ve Gaba_2,#e20066
995,LSX Prdm12 ve Gaba_2,#99001D
996,LSX Prdm12 ve Gaba_2,#7E1FCC
997,LSX Prdm12 ve Gaba_2,#964599
998,LSX Prdm12 ve Gaba_2,#992E5F
999,LSX Prdm12 ve Gaba_2,#c1d64d
1000,LSX Prdm12 ve Gaba_2,#ce0e81
1001,LSX Prdm12 ve Gaba_3,#003ACC
1002,LSX Prdm12 ve Gaba_3,#2E9953
1003,LSX Prdm12 ve Gaba_3,#D7FF26
1004,LSX Prdm12 ve Gaba_3,#fc5e37
1005,LSX Prdm12 ve Gaba_3,#5CCC70
1006,LSX Prdm12 ve Gaba_4,#264F00
1007,LSX Prdm12 ve Gaba_4,#e5c0f9
1008,LSX Prdm12 ve Gaba_4,#99392E
1009,LSX Prdm12 ve Gaba_4,#3A992E
1010,LSX Prdm12 ve Gaba_4,#FF73F4
1011,LSX Prdm12 ve Gaba_5,#C43DCC
1012,LSX Prdm12 ve Gaba_5,#62FF26
1013,LSX Prdm12 ve Gaba_5,#36f6f9
1014,LSX Prdm12 ve Gaba_5,#CC3F3D
1015,LSX Prdm12 ve Gaba_5,#5CA7CC
1016,LSX Prdm12 ve Gaba_6,#f4fc8a
1017,LSX Prdm12 ve Gaba_6,#55e098
1018,LSX Prdm12 ve Gaba_6,#a8452a
1019,LSX Prdm12 ve Gaba_7,#3D80CC
1020,LSX Prdm12 ve Gaba_7,#469917
1021,LSX Prdm12 ve Gaba_7,#FF006F
1022,LSX Prdm12 ve Gaba_7,#831799
1023,LSX Prdm12 ve Gaba_7,#99172F
1024,LSX Prdm12 ve Gaba_7,#000299
1025,LSX Prdm12 do Gaba_1,#CC5CAB
1026,LSX Prdm12 do Gaba_1,#914599
1027,LSX Prdm12 do Gaba_1,#5A1799
1028,LSX Prdm12 do Gaba_1,#8DCC3D
1029,LSX Prdm12 do Gaba_1,#C15CCC
1030,LSX Prdm12 do Gaba_1,#2E8599
1031,LSX Prdm12 do Gaba_2,#00C500
1032,LSX Prdm12 do Gaba_2,#996300
1033,LSX Prdm12 do Gaba_2,#199900
1034,LSX Prdm12 do Gaba_2,#A54D00
1035,LSX Prdm12 do Gaba_2,#FF9A73
1036,LSX Prdm12 do Gaba_3,#737B00
1037,LSX Prdm12 do Gaba_3,#FFC74D
1038,LSX Prdm12 do Gaba_3,#00CC8D
1039,LSX Prdm12 do Gaba_3,#5eedcb
1040,LSX Prdm12 do Gaba_3,#ce2ae0
1041,LSX Prdm12 do Gaba_4,#ECFF73
1042,LSX Prdm12 do Gaba_4,#99175C
1043,LSX Prdm12 do Gaba_4,#784599
1044,LSX Prdm12 do Gaba_5,#5CBCCC
1045,LSX Prdm12 do Gaba_5,#455E99
1046,LSX Prdm12 do Gaba_6,#85FF73
1047,LSX Prdm12 do Gaba_6,#CC1F5C
1048,LSX Sall3 Lmo1 Gaba_1,#73FFA8
1049,LSX Sall3 Lmo1 Gaba_1,#3DB2CC
1050,LSX Sall3 Lmo1 Gaba_1,#6E9917
1051,LSX Sall3 Lmo1 Gaba_1,#0017ea
1052,LSX Sall3 Lmo1 Gaba_2,#001599
1053,LSX Sall3 Lmo1 Gaba_2,#CC3D3E
1054,LSX Sall3 Lmo1 Gaba_2,#21acf2
1055,LSX Sall3 Lmo1 Gaba_2,#C2CC3D
1056,LSX Sall3 Lmo1 Gaba_2,#910000
1057,LSX Sall3 Lmo1 Gaba_3,#26CA00
1058,LSX Sall3 Lmo1 Gaba_3,#179399
1059,LSX Sall3 Lmo1 Gaba_3,#6d42a5
1060,MH Tac2 Glut_1,#6B1FCC
1061,MH Tac2 Glut_1,#CC5CC9
1062,MH Tac2 Glut_1,#99456C
1063,MH Tac2 Glut_1,#999017
1064,MH Tac2 Glut_2,#725CCC
1065,MH Tac2 Glut_2,#CCAB00
1066,MH Tac2 Glut_2,#1FCCBB
1067,MH Tac2 Glut_2,#4b4751
1068,MH Tac2 Glut_2,#009910
1069,MH Tac2 Glut_3,#CCCB1F
1070,MH Tac2 Glut_3,#a08f85
1071,MH Tac2 Glut_3,#1F56CC
1072,MH Tac2 Glut_3,#009923
1073,MH Tac2 Glut_3,#BEFF73
1074,MH Tac2 Glut_3,#CC1E00
1075,MH Tac2 Glut_3,#17998B
1076,MH Tac2 Glut_4,#884599
1077,MH Tac2 Glut_4,#00997E
1078,MH Tac2 Glut_5,#847300
1079,MH Tac2 Glut_5,#CC1F83
1080,MH Tac2 Glut_5,#5ECC3D
1081,LH Pou4f1 Sox1 Glut_1,#FFBC00
1082,LH Pou4f1 Sox1 Glut_1,#3D92CC
1083,LH Pou4f1 Sox1 Glut_2,#994745
1084,LH Pou4f1 Sox1 Glut_2,#CC811F
1085,LH Pou4f1 Sox1 Glut_2,#991789
1086,LH Pou4f1 Sox1 Glut_2,#5CCCBF
1087,LH Pou4f1 Sox1 Glut_2,#008900
1088,LH Pou4f1 Sox1 Glut_3,#002A00
1089,LH Pou4f1 Sox1 Glut_3,#00997C
1090,LH Pou4f1 Sox1 Glut_3,#3D76CC
1091,LH Pou4f1 Sox1 Glut_4,#176199
1092,LH Pou4f1 Sox1 Glut_4,#f9d1b3
1093,LH Pou4f1 Sox1 Glut_4,#3DCC54
1094,LH Pou4f1 Sox1 Glut_4,#00CC7A
1095,AD Serpinb7 Glut,#5C82CC
1096,AD Serpinb7 Glut,#991718
1097,AV Col27a1 Glut,#4DB300
1098,AV Col27a1 Glut,#997C17
1099,PVT-PT Ntrk1 Glut_1,#ADFF26
1100,PVT-PT Ntrk1 Glut_1,#99402E
1101,PVT-PT Ntrk1 Glut_1,#17993E
1102,PVT-PT Ntrk1 Glut_2,#005400
1103,PVT-PT Ntrk1 Glut_2,#991765
1104,PVT-PT Ntrk1 Glut_2,#2a3835
1105,PVT-PT Ntrk1 Glut_2,#991728
1106,PVT-PT Ntrk1 Glut_3,#7CFF00
1107,PVT-PT Ntrk1 Glut_3,#441799
1108,PVT-PT Ntrk1 Glut_3,#CC3D5E
1109,PVT-PT Ntrk1 Glut_4,#454899
1110,PVT-PT Ntrk1 Glut_4,#FF00C0
1111,PVT-PT Ntrk1 Glut_4,#1FCCAB
1112,PVT-PT Ntrk1 Glut_5,#CC00BD
1113,PVT-PT Ntrk1 Glut_5,#FFD673
1114,PVT-PT Ntrk1 Glut_6,#737700
1115,CM-IAD-CL-PCN Glut_1,#623cfc
1116,CM-IAD-CL-PCN Glut_1,#57CC00
1117,CM-IAD-CL-PCN Glut_1,#99174F
1118,CM-IAD-CL-PCN Glut_1,#FFB44D
1119,CM-IAD-CL-PCN Glut_2,#803DCC
1120,CM-IAD-CL-PCN Glut_2,#1FCC2E
1121,CM-IAD-CL-PCN Glut_2,#801799
1122,CM-IAD-CL-PCN Glut_3,#CCA85C
1123,CM-IAD-CL-PCN Glut_3,#4C9945
1124,CM-IAD-CL-PCN Glut_3,#99458B
1125,CM-IAD-CL-PCN Glut_4,#FF4D6A
1126,CM-IAD-CL-PCN Glut_4,#3D49CC
1127,CM-IAD-CL-PCN Glut_4,#35f2e8
1128,CM-IAD-CL-PCN Glut_5,#9DCC1F
1129,CM-IAD-CL-PCN Glut_5,#CC3D3D
1130,TH Prkcd Grin2c Glut_1,#4E0000
1131,TH Prkcd Grin2c Glut_1,#1FCC30
1132,TH Prkcd Grin2c Glut_10,#e5c989
1133,TH Prkcd Grin2c Glut_10,#A2FF73
1134,TH Prkcd Grin2c Glut_11,#991773
1135,TH Prkcd Grin2c Glut_11,#e99ff4
1136,TH Prkcd Grin2c Glut_12,#B57300
1137,TH Prkcd Grin2c Glut_12,#CCA23D
1138,TH Prkcd Grin2c Glut_13,#1F9917
1139,TH Prkcd Grin2c Glut_13,#FF4926
1140,TH Prkcd Grin2c Glut_13,#BC00CC
1141,TH Prkcd Grin2c Glut_13,#009953
1142,TH Prkcd Grin2c Glut_13,#CC2D1F
1143,TH Prkcd Grin2c Glut_14,#e86fab
1144,TH Prkcd Grin2c Glut_14,#CC673D
1145,TH Prkcd Grin2c Glut_2,#D47300
1146,TH Prkcd Grin2c Glut_3,#EA4D00
1147,TH Prkcd Grin2c Glut_3,#459982
1148,TH Prkcd Grin2c Glut_4,#3D57CC
1149,TH Prkcd Grin2c Glut_4,#994E2E
1150,TH Prkcd Grin2c Glut_5,#FF73A4
1151,TH Prkcd Grin2c Glut_5,#FF4DFE
1152,TH Prkcd Grin2c Glut_5,#514D00
1153,TH Prkcd Grin2c Glut_5,#995D17
1154,TH Prkcd Grin2c Glut_6,#CC961F
1155,TH Prkcd Grin2c Glut_6,#2E9962
1156,TH Prkcd Grin2c Glut_6,#1FCCAF
1157,TH Prkcd Grin2c Glut_6,#3D67CC
1158,TH Prkcd Grin2c Glut_6,#EFFF4D
1159,TH Prkcd Grin2c Glut_6,#994B2E
1160,TH Prkcd Grin2c Glut_7,#899917
1161,TH Prkcd Grin2c Glut_7,#5CCC8A
1162,TH Prkcd Grin2c Glut_7,#2E995F
1163,TH Prkcd Grin2c Glut_8,#3DCC4E
1164,TH Prkcd Grin2c Glut_8,#361799
1165,TH Prkcd Grin2c Glut_8,#639900
1166,TH Prkcd Grin2c Glut_8,#3facf4
1167,TH Prkcd Grin2c Glut_8,#008C99
1168,TH Prkcd Grin2c Glut_8,#009905
1169,TH Prkcd Grin2c Glut_9,#73FF78
1170,TH Prkcd Grin2c Glut_9,#0a45db
