,all_time_peak,last_30_day_avg,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1109,35,2.36,10304.0,Rogue Warrior,X360,2009.0,Shooter,Bethesda Softworks,0.09,0.01,0.0,0.01,0.11
1110,56,0.76,9361.0,Puzzle Kingdoms,DS,2009.0,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13
1111,56,0.76,9754.0,Puzzle Kingdoms,Wii,2009.0,Puzzle,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12
1112,72523,28199.11,9372.0,Euro Truck Simulator 2,PC,2012.0,Action,SCS Software,0.0,0.12,0.0,0.02,0.13
1113,5731,91.54,,,,,,,,,,,
1114,287,24.49,3858.0,Tomb Raider: Legend,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52
1115,287,24.49,4284.0,Tomb Raider: Legend,PSP,2006.0,Action,Eidos Interactive,0.09,0.24,0.0,0.12,0.46
1116,287,24.49,4972.0,Tomb Raider: Legend,X360,2006.0,Action,Eidos Interactive,0.27,0.08,0.01,0.03,0.39
1117,287,24.49,9421.0,Tomb Raider: Legend,XB,2006.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13
1118,287,24.49,11555.0,Tomb Raider: Legend,GC,2006.0,Action,Eidos Interactive,0.06,0.02,0.0,0.0,0.08
1119,287,24.49,11809.0,Tomb Raider: Legend,DS,2006.0,Action,Eidos Interactive,0.04,0.02,0.0,0.01,0.07
1120,287,24.49,15629.0,Tomb Raider: Legend,PC,2006.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02
1121,509,21.93,483.0,Hitman 2: Silent Assassin,PS2,2002.0,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96
1122,509,21.93,1699.0,Hitman 2: Silent Assassin,XB,,Action,Eidos Interactive,0.76,0.38,0.0,0.05,1.19
1123,509,21.93,9503.0,Hitman 2: Silent Assassin,GC,2003.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13
1124,674,7.89,9519.0,Farming Simulator 2011,PC,2010.0,Simulation,,0.0,0.13,0.0,0.0,0.13
1125,25,11.63,9544.0,7 Wonders of the Ancient World,DS,2007.0,Puzzle,Funsta,0.1,0.01,0.0,0.01,0.13
1126,25,11.63,11561.0,7 Wonders of the Ancient World,PSP,2007.0,Puzzle,Mumbo Jumbo,0.07,0.0,0.0,0.01,0.08
1127,7493,119.84,978.0,Just Cause 2,PS3,2010.0,Action,Square Enix,0.45,0.94,0.06,0.33,1.78
1128,7493,119.84,1134.0,Just Cause 2,X360,2010.0,Action,Square Enix,0.59,0.85,0.02,0.17,1.62
1129,7493,119.84,9549.0,Just Cause 2,PC,2010.0,Action,Square Enix,0.0,0.1,0.0,0.03,0.13
1130,136,1.34,9586.0,Advent Rising,XB,2005.0,Action,THQ,0.1,0.03,0.0,0.0,0.13
1131,54,6.72,9597.0,Snood,GBA,2001.0,Puzzle,"Destination Software, Inc",0.09,0.03,0.0,0.0,0.13
1132,147,12.69,3860.0,Freedom Fighters,PS2,2003.0,Shooter,Electronic Arts,0.25,0.2,0.0,0.07,0.52
1133,147,12.69,7087.0,Freedom Fighters,XB,2003.0,Shooter,Electronic Arts,0.17,0.05,0.0,0.01,0.23
1134,147,12.69,9637.0,Freedom Fighters,GC,2003.0,Shooter,Electronic Arts,0.1,0.03,0.0,0.0,0.13
1135,129,4.41,9639.0,Operation Abyss: New Tokyo Legacy,PSV,2014.0,Role-Playing,Nippon Ichi Software,0.04,0.01,0.06,0.02,0.13
1136,4340,288.28,202.0,Resident Evil,PS,1996.0,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05
1137,4340,288.28,8444.0,Resident Evil,SAT,1997.0,Action,Capcom,0.0,0.0,0.17,0.0,0.17
1138,4340,288.28,9673.0,Resident Evil,PS3,2006.0,Action,Capcom,0.0,0.0,0.12,0.0,0.12
1139,12032,20.45,,,,,,,,,,,
1140,14,0.08,7904.0,Escape The Museum,DS,2010.0,Adventure,Astragon,0.05,0.12,0.0,0.02,0.19
1141,14,0.08,9742.0,Escape The Museum,Wii,2009.0,Adventure,Majesco Entertainment,0.11,0.01,0.0,0.01,0.12
1142,56,0.76,9361.0,Puzzle Kingdoms,DS,2009.0,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13
1143,56,0.76,9754.0,Puzzle Kingdoms,Wii,2009.0,Puzzle,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12
1144,109,3.84,8986.0,Making History: The Great War,Wii,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
1145,109,3.84,9781.0,Making History: The Great War,PSP,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
1146,1227,306.53,3352.0,Alice: Madness Returns,PS3,2011.0,Adventure,Electronic Arts,0.22,0.25,0.04,0.09,0.6
1147,1227,306.53,3956.0,Alice: Madness Returns,X360,2011.0,Adventure,Electronic Arts,0.27,0.15,0.04,0.04,0.5
1148,1227,306.53,9789.0,Alice: Madness Returns,PC,2011.0,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12
1149,1658,81.65,8852.0,The Legend of Heroes: Trails of Cold Steel II,PSV,2014.0,Role-Playing,Nippon Ichi Software,0.02,0.0,0.13,0.01,0.15
1150,1658,81.65,9799.0,The Legend of Heroes: Trails of Cold Steel II,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.01,0.0,0.11,0.0,0.12
1151,4,0.0,9819.0,Earthworm Jim 3D,N64,1999.0,Platform,Interplay,0.1,0.02,0.0,0.0,0.12
1152,1819,201.72,,,,,,,,,,,
1153,124449,20911.99,9880.0,7 Days to Die,PS4,2016.0,Action,Telltale Games,0.03,0.07,0.0,0.02,0.12
1154,124449,20911.99,13652.0,7 Days to Die,XOne,2016.0,Action,Telltale Games,0.02,0.02,0.0,0.0,0.04
1155,4406,58.23,9883.0,Psychonauts,XB,2005.0,Platform,THQ,0.09,0.03,0.0,0.0,0.12
1156,4406,58.23,10887.0,Psychonauts,PS2,2005.0,Platform,Majesco Entertainment,0.05,0.04,0.0,0.01,0.09
1157,18433,107.17,6950.0,The Walking Dead: Season Two,PS4,2014.0,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.24
1158,18433,107.17,7218.0,The Walking Dead: Season Two,PS3,2014.0,Adventure,Telltale Games,0.09,0.09,0.0,0.04,0.22
1159,18433,107.17,8927.0,The Walking Dead: Season Two,PSV,2014.0,Adventure,Telltale Games,0.1,0.0,0.01,0.03,0.15
1160,18433,107.17,9199.0,The Walking Dead: Season Two,XOne,2014.0,Adventure,Telltale Games,0.08,0.05,0.0,0.01,0.14
1161,18433,107.17,9892.0,The Walking Dead: Season Two,X360,2014.0,Adventure,Telltale Games,0.04,0.07,0.0,0.01,0.12
1162,13445,103.26,5884.0,Tropico 5,PS4,2015.0,Simulation,Kalypso Media,0.05,0.16,0.05,0.04,0.3
1163,13445,103.26,9904.0,Tropico 5,PC,2014.0,Simulation,Kalypso Media,0.02,0.08,0.0,0.01,0.12
1164,13445,103.26,11806.0,Tropico 5,X360,2014.0,Simulation,Kalypso Media,0.03,0.04,0.0,0.01,0.07
1165,631,21.02,7753.0,Sniper Elite,PS2,2005.0,Shooter,Ubisoft,0.1,0.07,0.0,0.02,0.19
1166,631,21.02,9910.0,Sniper Elite,Wii,2010.0,Shooter,Reef Entertainment,0.08,0.03,0.0,0.01,0.12
1167,631,21.02,11121.0,Sniper Elite,XB,2005.0,Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.09
1168,631,21.02,15838.0,Sniper Elite,PC,2005.0,Shooter,MC2 Entertainment,0.0,0.01,0.0,0.0,0.02
1169,278,8.02,9918.0,Don Bradman Cricket 14,PS4,2015.0,Sports,Tru Blu Entertainment,0.01,0.09,0.0,0.02,0.12
1170,278,8.02,13925.0,Don Bradman Cricket 14,XOne,2015.0,Sports,Tru Blu Entertainment,0.0,0.04,0.0,0.0,0.04
1171,278,8.02,15287.0,Don Bradman Cricket 14,PS3,2014.0,Sports,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02
1172,278,8.02,15991.0,Don Bradman Cricket 14,X360,2014.0,Sports,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.01
1173,3406,261.45,8659.0,Yakuza Kiwami,PS4,2016.0,Adventure,Sega,0.0,0.0,0.16,0.0,0.16
1174,3406,261.45,9924.0,Yakuza Kiwami,PS3,2016.0,Adventure,Sega,0.0,0.0,0.12,0.0,0.12
1175,74,2.36,9948.0,Lost Horizon,PC,2010.0,Adventure,Deep Silver,0.0,0.1,0.0,0.02,0.12
1176,70,3.23,4364.0,Sphinx and the Cursed Mummy,PS2,2003.0,Action,THQ,0.22,0.17,0.0,0.06,0.45
1177,70,3.23,9122.0,Sphinx and the Cursed Mummy,GC,2003.0,Action,THQ,0.11,0.03,0.0,0.0,0.14
1178,70,3.23,9996.0,Sphinx and the Cursed Mummy,XB,2003.0,Action,THQ,0.09,0.02,0.0,0.0,0.12
1179,396,14.27,10071.0,Stubbs the Zombie in Rebel Without a Pulse,XB,2005.0,Action,THQ,0.08,0.02,0.0,0.0,0.11
1180,5499,374.21,10102.0,Stronghold Kingdoms,PC,2011.0,Strategy,DTP Entertainment,0.0,0.1,0.0,0.02,0.11
1181,297,0.13,8138.0,Heavy Fire: Afghanistan,PS3,2011.0,Shooter,Unknown,0.17,0.0,0.0,0.01,0.18
1182,297,0.13,10113.0,Heavy Fire: Afghanistan,Wii,2011.0,Shooter,Mastiff,0.11,0.0,0.0,0.01,0.11
1183,297,0.13,15612.0,Heavy Fire: Afghanistan,PC,2011.0,Shooter,Mastiff,0.02,0.0,0.0,0.0,0.02
1184,1091,1.76,10117.0,Gun Metal,XB,2002.0,Shooter,Rage Software,0.08,0.02,0.0,0.0,0.11
1185,228,3.09,10140.0,Criminal Girls: Invite Only,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.04,0.02,0.04,0.02,0.11
1186,228,3.09,11631.0,Criminal Girls: Invite Only,PSP,2010.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.08,0.0,0.08
1187,766,58.61,10176.0,Machinarium,PC,2009.0,Adventure,Daedalic,0.0,0.09,0.0,0.02,0.11
1188,18,1.43,7450.0,Project: Snowblind,PS2,2005.0,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21
1189,18,1.43,10187.0,Project: Snowblind,XB,2005.0,Action,Eidos Interactive,0.08,0.02,0.0,0.0,0.11
1190,80,9.92,2755.0,Split/Second,PS3,2010.0,Racing,Disney Interactive Studios,0.31,0.31,0.01,0.12,0.75
1191,80,9.92,3318.0,Split/Second,X360,2010.0,Racing,Disney Interactive Studios,0.32,0.23,0.0,0.06,0.61
1192,80,9.92,10213.0,Split/Second,PSP,2010.0,Racing,Disney Interactive Studios,0.07,0.02,0.0,0.02,0.11
1193,80,9.92,13539.0,Split/Second,PC,2010.0,Racing,Disney Interactive Studios,0.0,0.04,0.0,0.01,0.04
1194,1,0.0,10246.0,Alias,PS2,2004.0,Action,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11
1195,1,0.0,13106.0,Alias,XB,2004.0,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05
1196,486918,21886.95,2843.0,Terraria,X360,2013.0,Action,505 Games,0.35,0.31,0.0,0.06,0.72
1197,486918,21886.95,4053.0,Terraria,PS3,2013.0,Action,505 Games,0.07,0.26,0.09,0.07,0.49
1198,486918,21886.95,8846.0,Terraria,PC,2011.0,Action,Unknown,0.0,0.13,0.0,0.02,0.15
1199,486918,21886.95,10260.0,Terraria,PSV,2013.0,Action,Screenlife,0.0,0.01,0.09,0.0,0.11
1200,486918,21886.95,11620.0,Terraria,3DS,2016.0,Action,505 Games,0.0,0.03,0.04,0.0,0.08
1201,486918,21886.95,12442.0,Terraria,PS4,2014.0,Action,505 Games,0.0,0.05,0.01,0.01,0.06
1202,486918,21886.95,13772.0,Terraria,XOne,2014.0,Action,505 Games,0.0,0.04,0.0,0.0,0.04
1203,486918,21886.95,14850.0,Terraria,WiiU,2016.0,Action,505 Games,0.0,0.02,0.0,0.0,0.03
1204,35,2.36,9265.0,Rogue Warrior,PS3,2009.0,Shooter,Bethesda Softworks,0.11,0.02,0.0,0.01,0.14
1205,35,2.36,10304.0,Rogue Warrior,X360,2009.0,Shooter,Bethesda Softworks,0.09,0.01,0.0,0.01,0.11
1206,1624,18.55,,,,,,,,,,,
1207,247,3.26,10335.0,Blades of Time,X360,2012.0,Action,Konami Digital Entertainment,0.07,0.03,0.0,0.01,0.11
1208,247,3.26,10601.0,Blades of Time,PS3,2012.0,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,0.1
1209,628,6.39,,,,,,,,,,,
1210,1938,7.07,10395.0,Toukiden 2,PSV,2016.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
1211,1938,7.07,11426.0,Toukiden 2,PS4,2016.0,Action,Tecmo Koei,0.0,0.0,0.08,0.0,0.08
1212,1938,7.07,15616.0,Toukiden 2,PS3,2016.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
1213,2692,8.87,10408.0,Child of Light,PSV,2014.0,Role-Playing,Ubisoft,0.0,0.07,0.02,0.02,0.11
1214,2692,8.87,13072.0,Child of Light,PS4,2014.0,Role-Playing,Ubisoft,0.0,0.01,0.04,0.0,0.05
1215,14130,302.47,7496.0,The Wolf Among Us,PS4,2014.0,Adventure,Telltale Games,0.1,0.07,0.0,0.03,0.21
1216,14130,302.47,10470.0,The Wolf Among Us,PS3,2014.0,Adventure,Telltale Games,0.05,0.03,0.0,0.02,0.1
1217,14130,302.47,11846.0,The Wolf Among Us,XOne,2014.0,Adventure,Telltale Games,0.05,0.02,0.0,0.01,0.07
1218,14130,302.47,11939.0,The Wolf Among Us,PSV,2014.0,Adventure,Telltale Games,0.05,0.0,0.0,0.02,0.07
1219,14130,302.47,13683.0,The Wolf Among Us,X360,2011.0,Adventure,Telltale Games,0.01,0.03,0.0,0.0,0.04
1220,3784,31.01,7204.0,Castlevania: Lords of Shadow 2,PS3,2014.0,Action,Konami Digital Entertainment,0.03,0.13,0.02,0.04,0.22
1221,3784,31.01,10491.0,Castlevania: Lords of Shadow 2,X360,2014.0,Action,Konami Digital Entertainment,0.02,0.07,0.0,0.01,0.1
1222,3784,31.01,13827.0,Castlevania: Lords of Shadow 2,PC,2014.0,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04
1223,1243,35.7,9195.0,Syberia,DS,2008.0,Action,Mindscape,0.1,0.02,0.0,0.01,0.14
1224,1243,35.7,10493.0,Syberia,XB,2003.0,Action,Microids,0.08,0.02,0.0,0.0,0.1
1225,1243,35.7,14581.0,Syberia,PC,2002.0,Action,Microids,0.0,0.02,0.0,0.0,0.03
1226,472,34.01,522.0,Myst,PC,1994.0,Adventure,Red Orb,0.02,2.79,0.0,0.0,2.81
1227,472,34.01,10498.0,Myst,DS,2007.0,Adventure,Midway Games,0.09,0.0,0.0,0.01,0.1
1228,472,34.01,11742.0,Myst,PS,1995.0,Adventure,Psygnosis,0.0,0.0,0.07,0.0,0.07
1229,472,34.01,12763.0,Myst,SAT,1994.0,Adventure,Sunsoft,0.0,0.0,0.06,0.0,0.06
1230,472,34.01,15944.0,Myst,PSP,2006.0,Adventure,Midway Games,0.0,0.01,0.0,0.0,0.02
1231,4179,53.68,7731.0,Zombie Army Trilogy,PS4,2015.0,Shooter,Rebellion Developments,0.04,0.12,0.0,0.03,0.2
1232,4179,53.68,10509.0,Zombie Army Trilogy,XOne,2015.0,Shooter,Rebellion Developments,0.04,0.05,0.0,0.01,0.1
1233,3265,153.75,10550.0,Creeper World 3: Arc Eternal,Wii,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
1234,111909,343.44,10593.0,Total War: WARHAMMER,PC,2016.0,Strategy,Sega,0.0,0.1,0.0,0.01,0.1
1235,247,3.26,10335.0,Blades of Time,X360,2012.0,Action,Konami Digital Entertainment,0.07,0.03,0.0,0.01,0.11
1236,247,3.26,10601.0,Blades of Time,PS3,2012.0,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,0.1
1237,35,14.51,10605.0,Bejeweled Twist,DS,2010.0,Puzzle,PopCap Games,0.0,0.09,0.0,0.01,0.1
1238,35,14.51,13045.0,Bejeweled Twist,PC,2008.0,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05
1239,460,5.24,4289.0,Sword Art Online: Lost Song,PSV,2015.0,Role-Playing,Namco Bandai Games,0.08,0.1,0.23,0.05,0.46
1240,460,5.24,7009.0,Sword Art Online: Lost Song,PS4,2015.0,Role-Playing,Namco Bandai Games,0.09,0.1,0.0,0.04,0.23
1241,460,5.24,10673.0,Sword Art Online: Lost Song,PS3,2015.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
1242,628,6.39,,,,,,,,,,,
1243,660,2.54,10841.0,Dungeons,PC,2011.0,Strategy,Kalypso Media,0.07,0.02,0.0,0.01,0.09
1244,641,39.64,10877.0,X-COM: UFO Defense,PS,1995.0,Strategy,Microprose,0.05,0.04,0.0,0.01,0.09
1245,4406,58.23,9883.0,Psychonauts,XB,2005.0,Platform,THQ,0.09,0.03,0.0,0.0,0.12
1246,4406,58.23,10887.0,Psychonauts,PS2,2005.0,Platform,Majesco Entertainment,0.05,0.04,0.0,0.01,0.09
1247,1669,226.29,10891.0,Digimon World: Next Order,PSV,2016.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
1248,36,0.46,8737.0,Space Invaders Extreme,DS,2008.0,Shooter,Square Enix,0.12,0.01,0.01,0.01,0.15
1249,36,0.46,10982.0,Space Invaders Extreme,PSP,2008.0,Shooter,Square Enix,0.06,0.01,0.01,0.01,0.09
1250,578,56.8,11070.0,Supreme Commander,X360,2008.0,Strategy,505 Games,0.07,0.01,0.0,0.01,0.09
1251,578,56.8,13340.0,Supreme Commander,PC,2007.0,Strategy,THQ,0.0,0.04,0.0,0.01,0.05
1252,631,21.02,7753.0,Sniper Elite,PS2,2005.0,Shooter,Ubisoft,0.1,0.07,0.0,0.02,0.19
1253,631,21.02,9910.0,Sniper Elite,Wii,2010.0,Shooter,Reef Entertainment,0.08,0.03,0.0,0.01,0.12
1254,631,21.02,11121.0,Sniper Elite,XB,2005.0,Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.09
1255,631,21.02,15838.0,Sniper Elite,PC,2005.0,Shooter,MC2 Entertainment,0.0,0.01,0.0,0.0,0.02
1256,335,4.11,11133.0,Ikaruga,GC,2003.0,Shooter,Atari,0.07,0.02,0.0,0.0,0.09
1257,60896,11119.47,11197.0,Counter-Strike: Source,PC,2004.0,Shooter,Vivendi Games,0.0,0.07,0.0,0.02,0.09
1258,940,7.43,11230.0,Edna & Harvey: Harvey's New Eyes,PC,2011.0,Adventure,Rondomedia,0.0,0.07,0.0,0.01,0.09
1259,3629,50.47,,,,,,,,,,,
1260,14664,11.68,11341.0,X Rebirth,PC,2013.0,Simulation,Koch Media,0.0,0.08,0.0,0.01,0.08
1261,961,3.36,,,,,,,,,,,
1262,1938,7.07,10395.0,Toukiden 2,PSV,2016.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
1263,1938,7.07,11426.0,Toukiden 2,PS4,2016.0,Action,Tecmo Koei,0.0,0.0,0.08,0.0,0.08
1264,1938,7.07,15616.0,Toukiden 2,PS3,2016.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
1265,3025,151.34,,,,,,,,,,,
1266,742,8.21,,,,,,,,,,,
1267,413,26.48,1552.0,Tomb Raider: Underworld,PS3,2008.0,Action,Eidos Interactive,0.45,0.56,0.05,0.22,1.27
1268,413,26.48,1908.0,Tomb Raider: Underworld,X360,2008.0,Action,Eidos Interactive,0.53,0.43,0.01,0.11,1.08
1269,413,26.48,4135.0,Tomb Raider: Underworld,Wii,2008.0,Action,Eidos Interactive,0.14,0.28,0.0,0.06,0.48
1270,413,26.48,7632.0,Tomb Raider: Underworld,DS,2008.0,Action,Eidos Interactive,0.16,0.03,0.0,0.02,0.2
1271,413,26.48,8163.0,Tomb Raider: Underworld,PS2,2009.0,Action,Eidos Interactive,0.09,0.04,0.0,0.05,0.18
1272,413,26.48,11485.0,Tomb Raider: Underworld,PC,2008.0,Action,Eidos Interactive,0.0,0.06,0.0,0.02,0.08
1273,2085,81.23,11521.0,Serious Sam 3: BFE,PC,2011.0,Shooter,Mastertronic,0.01,0.05,0.0,0.01,0.08
1274,287,24.49,3858.0,Tomb Raider: Legend,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52
1275,287,24.49,4284.0,Tomb Raider: Legend,PSP,2006.0,Action,Eidos Interactive,0.09,0.24,0.0,0.12,0.46
1276,287,24.49,4972.0,Tomb Raider: Legend,X360,2006.0,Action,Eidos Interactive,0.27,0.08,0.01,0.03,0.39
1277,287,24.49,9421.0,Tomb Raider: Legend,XB,2006.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13
1278,287,24.49,11555.0,Tomb Raider: Legend,GC,2006.0,Action,Eidos Interactive,0.06,0.02,0.0,0.0,0.08
1279,287,24.49,11809.0,Tomb Raider: Legend,DS,2006.0,Action,Eidos Interactive,0.04,0.02,0.0,0.01,0.07
1280,287,24.49,15629.0,Tomb Raider: Legend,PC,2006.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02
1281,25,11.63,9544.0,7 Wonders of the Ancient World,DS,2007.0,Puzzle,Funsta,0.1,0.01,0.0,0.01,0.13
1282,25,11.63,11561.0,7 Wonders of the Ancient World,PSP,2007.0,Puzzle,Mumbo Jumbo,0.07,0.0,0.0,0.01,0.08
1283,486918,21886.95,2843.0,Terraria,X360,2013.0,Action,505 Games,0.35,0.31,0.0,0.06,0.72
1284,486918,21886.95,4053.0,Terraria,PS3,2013.0,Action,505 Games,0.07,0.26,0.09,0.07,0.49
1285,486918,21886.95,8846.0,Terraria,PC,2011.0,Action,Unknown,0.0,0.13,0.0,0.02,0.15
1286,486918,21886.95,10260.0,Terraria,PSV,2013.0,Action,Screenlife,0.0,0.01,0.09,0.0,0.11
1287,486918,21886.95,11620.0,Terraria,3DS,2016.0,Action,505 Games,0.0,0.03,0.04,0.0,0.08
1288,486918,21886.95,12442.0,Terraria,PS4,2014.0,Action,505 Games,0.0,0.05,0.01,0.01,0.06
1289,486918,21886.95,13772.0,Terraria,XOne,2014.0,Action,505 Games,0.0,0.04,0.0,0.0,0.04
1290,486918,21886.95,14850.0,Terraria,WiiU,2016.0,Action,505 Games,0.0,0.02,0.0,0.0,0.03
1291,228,3.09,10140.0,Criminal Girls: Invite Only,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.04,0.02,0.04,0.02,0.11
1292,228,3.09,11631.0,Criminal Girls: Invite Only,PSP,2010.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.08,0.0,0.08
1293,472,34.01,522.0,Myst,PC,1994.0,Adventure,Red Orb,0.02,2.79,0.0,0.0,2.81
1294,472,34.01,10498.0,Myst,DS,2007.0,Adventure,Midway Games,0.09,0.0,0.0,0.01,0.1
1295,472,34.01,11742.0,Myst,PS,1995.0,Adventure,Psygnosis,0.0,0.0,0.07,0.0,0.07
1296,472,34.01,12763.0,Myst,SAT,1994.0,Adventure,Sunsoft,0.0,0.0,0.06,0.0,0.06
1297,472,34.01,15944.0,Myst,PSP,2006.0,Adventure,Midway Games,0.0,0.01,0.0,0.0,0.02
1298,466,31.58,7723.0,Mega Man Legacy Collection,3DS,2016.0,Platform,Capcom,0.13,0.0,0.05,0.02,0.2
1299,466,31.58,11744.0,Mega Man Legacy Collection,PS4,2016.0,Platform,Capcom,0.06,0.0,0.0,0.01,0.07
1300,3025,40.16,11748.0,Torchlight,PC,2009.0,Role-Playing,JoWood Productions,0.0,0.06,0.0,0.02,0.07
1301,13445,103.26,5884.0,Tropico 5,PS4,2015.0,Simulation,Kalypso Media,0.05,0.16,0.05,0.04,0.3
1302,13445,103.26,9904.0,Tropico 5,PC,2014.0,Simulation,Kalypso Media,0.02,0.08,0.0,0.01,0.12
1303,13445,103.26,11806.0,Tropico 5,X360,2014.0,Simulation,Kalypso Media,0.03,0.04,0.0,0.01,0.07
1304,287,24.49,3858.0,Tomb Raider: Legend,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52
1305,287,24.49,4284.0,Tomb Raider: Legend,PSP,2006.0,Action,Eidos Interactive,0.09,0.24,0.0,0.12,0.46
1306,287,24.49,4972.0,Tomb Raider: Legend,X360,2006.0,Action,Eidos Interactive,0.27,0.08,0.01,0.03,0.39
1307,287,24.49,9421.0,Tomb Raider: Legend,XB,2006.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13
1308,287,24.49,11555.0,Tomb Raider: Legend,GC,2006.0,Action,Eidos Interactive,0.06,0.02,0.0,0.0,0.08
1309,287,24.49,11809.0,Tomb Raider: Legend,DS,2006.0,Action,Eidos Interactive,0.04,0.02,0.0,0.01,0.07
1310,287,24.49,15629.0,Tomb Raider: Legend,PC,2006.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02
1311,99,4.11,11812.0,Still Life,XB,2005.0,Adventure,Microids,0.05,0.02,0.0,0.0,0.07
1312,1103,6.97,11815.0,Goodbye Deponia,PC,2013.0,Adventure,Daedalic Entertainment,0.0,0.06,0.0,0.01,0.07
1313,162,27.77,8139.0,Commandos 2: Men of Courage,PS2,2002.0,Strategy,Eidos Interactive,0.09,0.07,0.0,0.02,0.18
1314,162,27.77,11833.0,Commandos 2: Men of Courage,XB,2002.0,Strategy,Eidos Interactive,0.05,0.02,0.0,0.0,0.07
1315,14130,302.47,7496.0,The Wolf Among Us,PS4,2014.0,Adventure,Telltale Games,0.1,0.07,0.0,0.03,0.21
1316,14130,302.47,10470.0,The Wolf Among Us,PS3,2014.0,Adventure,Telltale Games,0.05,0.03,0.0,0.02,0.1
1317,14130,302.47,11846.0,The Wolf Among Us,XOne,2014.0,Adventure,Telltale Games,0.05,0.02,0.0,0.01,0.07
1318,14130,302.47,11939.0,The Wolf Among Us,PSV,2014.0,Adventure,Telltale Games,0.05,0.0,0.0,0.02,0.07
1319,14130,302.47,13683.0,The Wolf Among Us,X360,2011.0,Adventure,Telltale Games,0.01,0.03,0.0,0.0,0.04
1320,655,15.97,6545.0,The Testament of Sherlock Holmes,PS3,2012.0,Adventure,Focus Home Interactive,0.05,0.15,0.0,0.06,0.26
1321,655,15.97,11900.0,The Testament of Sherlock Holmes,PC,2012.0,Adventure,Focus Home Interactive,0.0,0.06,0.0,0.01,0.07
1322,655,15.97,15323.0,The Testament of Sherlock Holmes,X360,2012.0,Adventure,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
1323,1102,43.21,3804.0,F.E.A.R. 2: Project Origin,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.32,0.15,0.0,0.05,0.53
1324,1102,43.21,4082.0,F.E.A.R. 2: Project Origin,PS3,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.19,0.21,0.01,0.08,0.49
1325,1102,43.21,11919.0,F.E.A.R. 2: Project Origin,PC,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.01,0.05,0.0,0.01,0.07
1326,276,7.3,3398.0,Kane & Lynch 2: Dog Days,PS3,2010.0,Shooter,Square Enix,0.17,0.28,0.05,0.1,0.59
1327,276,7.3,4031.0,Kane & Lynch 2: Dog Days,X360,2010.0,Shooter,Square Enix,0.2,0.23,0.01,0.05,0.49
