source;target;name;kind;labels;default;binary;electrical energy;information;material;mechanical energy;spatial;sum
Counterweight Sling Component 4;Counterweight guide rails;ele175-296;edge;"s;m;ME";1;1;False;False;True;True;True;3
Counterweight Sling Component 4;Counterweight screen;ele175-297;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 4;Counterweight Sling Component 2;ele175-298;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 4;Counterweight Sling Component 5;ele175-299;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 5;Counterweight guide rails;ele175-300;edge;"s;m";1;1;False;False;True;False;True;2
Counterweight Sling Component 5;Counterweight Sling Component 3;ele175-301;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 5;Counterweight Sling Component 4;ele175-302;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 5;Counterweight Sling Component 8;ele175-303;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 6;Counterweight screen;ele175-304;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 6;Car & Counterweight Buffer;ele175-305;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight Sling Component 6;Counterweight Sling Component 3;ele175-306;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight Sling Component 6;Counterweight Sling Component 8;ele175-307;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 7;Counterweight guide rails;ele175-308;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight Sling Component 7;Counterweight screen;ele175-309;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 7;Counterweight Sling Component 8;ele175-310;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight Sling Component 7;Counterweight Sling Component 9;ele175-311;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight Sling Component 7;Bundle 2;ele175-312;edge;i;1;1;False;True;False;False;False;1
Counterweight Sling Component 7;Electrical system 13;ele175-313;edge;i;1;1;False;True;False;False;False;1
Counterweight Sling Component 8;Counterweight Sling Component 3;ele175-314;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight Sling Component 8;Counterweight Sling Component 5;ele175-315;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 8;Counterweight Sling Component 6;ele175-316;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 8;Counterweight Sling Component 7;ele175-317;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight Sling Component 8;Counterweight Sling Component 9;ele175-318;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight Sling Component 9;Rope 4;ele175-319;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight Sling Component 9;Counterweight Sling Component 7;ele175-320;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight Sling Component 9;Counterweight Sling Component 8;ele175-321;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight Sling Component 10;Counterweight screen;ele175-322;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 10;Rope 4;ele175-323;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 10;Counterweight Sling Component 3;ele175-324;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 11;Counterweight screen;ele175-325;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 11;Counterweight Sling Component 2;ele175-326;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 11;Counterweight Sling Component 3;ele175-327;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 11;Filler bits;ele175-328;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 11;Filler 1;ele175-329;edge;s;1;1;False;False;False;False;True;1
Car OSG Component 1;Rope 2;ele175-330;edge;"s;ME";1;1;False;False;False;True;True;2
Car OSG Component 1;Car OSG Component 5;ele175-331;edge;"s;ME";1;1;False;False;False;True;True;2
Car OSG Component 1;OSG component 7;ele175-332;edge;s;1;1;False;False;False;False;True;1
Car OSG Component 1;OSG component 8;ele175-333;edge;s;1;1;False;False;False;False;True;1
Car OSG Component 1;Bundle 2;ele175-334;edge;i;1;1;False;True;False;False;False;1
Counterweight OSG component 2;Counterweight screen;ele175-335;edge;s;1;1;False;False;False;False;True;1
Counterweight OSG component 2;Rope 3;ele175-336;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight OSG component 2;Counterweight OSG component 6;ele175-337;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight OSG component 2;OSG component 7;ele175-338;edge;s;1;1;False;False;False;False;True;1
Counterweight OSG component 2;OSG component 8;ele175-339;edge;s;1;1;False;False;False;False;True;1
Counterweight OSG component 2;Bundle 2;ele175-340;edge;i;1;1;False;True;False;False;False;1
Car OSG Component 3;Car guide rails;ele175-341;edge;"s;ME";1;1;False;False;False;True;True;2
Car OSG Component 3;Rope 2;ele175-342;edge;"s;ME";1;1;False;False;False;True;True;2
Car OSG Component 3;Bundle 2;ele175-343;edge;i;1;1;False;True;False;False;False;1
Counterweight OSG component 4;Counterweight guide rails;ele175-344;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight OSG component 4;Rope 3;ele175-345;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight OSG component 4;Bundle 2;ele175-346;edge;i;1;1;False;True;False;False;False;1
Car OSG Component 5;Car guide rails;ele175-347;edge;"s;ME";1;1;False;False;False;True;True;2
Car OSG Component 5;Car OSG Component 1;ele175-348;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight OSG component 6;Counterweight guide rails;ele175-349;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight OSG component 6;Counterweight OSG component 2;ele175-350;edge;"s;ME";1;1;False;False;False;True;True;2
OSG component 7;Car OSG Component 1;ele175-351;edge;s;1;1;False;False;False;False;True;1
OSG component 7;Counterweight OSG component 2;ele175-352;edge;s;1;1;False;False;False;False;True;1
OSG component 7;Control Panel component 2;ele175-353;edge;EE;1;1;True;False;False;False;False;1
OSG component 7;Control Panel component 5;ele175-354;edge;i;1;1;False;True;False;False;False;1
OSG component 8;Car OSG Component 1;ele175-355;edge;s;1;1;False;False;False;False;True;1
OSG component 8;Counterweight OSG component 2;ele175-356;edge;s;1;1;False;False;False;False;True;1
OSG component 8;Control Panel component 2;ele175-357;edge;EE;1;1;True;False;False;False;False;1
OSG component 8;Control Panel component 5;ele175-358;edge;i;1;1;False;True;False;False;False;1
OSG component 8;Drive panel 6;ele175-359;edge;i;1;1;False;True;False;False;False;1
OSG component 8;Electrical system 10;ele175-360;edge;EE;1;1;True;False;False;False;False;1
Rope termination 1;Car guide rails;ele175-361;edge;"s;ME";1;1;False;False;False;True;True;2
Rope termination 1;Rope 1;ele175-362;edge;"s;ME";1;1;False;False;False;True;True;2
Rope termination 1;Car Sling Component 1;ele175-363;edge;"s;ME";1;1;False;False;False;True;True;2
Rope termination 1;Rope termination 2;ele175-364;edge;s;1;1;False;False;False;False;True;1
Rope termination 2;Rope termination 1;ele175-365;edge;s;1;1;False;False;False;False;True;1
Rope termination 2;Bundle 2;ele175-366;edge;i;1;1;False;True;False;False;False;1
Rope termination 2;Drive panel 3;ele175-367;edge;i;1;1;False;True;False;False;False;1
Rope termination 3;Car guide rails;ele175-368;edge;"s;ME";1;1;False;False;False;True;True;2
Rope termination 3;Counterweight guide rails;ele175-369;edge;"s;ME";1;1;False;False;False;True;True;2
Rope termination 3;Bracket 5;ele175-370;edge;s;1;1;False;False;False;False;True;1
Rope termination 3;Rope 1;ele175-371;edge;"s;ME";1;1;False;False;False;True;True;2
Pit ladder;Bundle 2;ele175-372;edge;i;1;1;False;True;False;False;False;1
Pit ladder;Landing Door 4;ele175-373;edge;s;1;1;False;False;False;False;True;1
Filler bits;Counterweight screen;ele175-374;edge;s;1;1;False;False;False;False;True;1
Filler bits;Counterweight brackets & clips;ele175-375;edge;s;1;1;False;False;False;False;True;1
Filler bits;Rope 3;ele175-376;edge;s;1;1;False;False;False;False;True;1
Filler bits;Car Sling Component 3;ele175-377;edge;s;1;1;False;False;False;False;True;1
Filler bits;Car Sling Component 7;ele175-378;edge;s;1;1;False;False;False;False;True;1
Filler bits;Counterweight Sling Component 2;ele175-379;edge;s;1;1;False;False;False;False;True;1
Filler bits;Counterweight Sling Component 3;ele175-380;edge;"s;ME";1;1;False;False;False;True;True;2
Filler bits;Counterweight Sling Component 11;ele175-381;edge;s;1;1;False;False;False;False;True;1
Filler 1;Counterweight Sling Component 2;ele175-382;edge;s;1;1;False;False;False;False;True;1
Filler 1;Counterweight Sling Component 11;ele175-383;edge;s;1;1;False;False;False;False;True;1
Filler 1;Filler 2;ele175-384;edge;s;1;1;False;False;False;False;True;1
Filler 2;Counterweight Sling Component 2;ele175-385;edge;s;1;1;False;False;False;False;True;1
Filler 2;Counterweight Sling Component 3;ele175-386;edge;"s;ME";1;1;False;False;False;True;True;2
Filler 2;Filler 1;ele175-387;edge;s;1;1;False;False;False;False;True;1
Filler 3;Car floor 4;ele175-388;edge;"s;ME";1;1;False;False;False;True;True;2
Filler 3;Car floor 5;ele175-389;edge;s;1;1;False;False;False;False;True;1
Car component 1;Pit safety 2;ele175-390;edge;s;1;1;False;False;False;False;True;1
Car component 1;Car component 2;ele175-391;edge;s;1;1;False;False;False;False;True;1
Car component 1;Car component 4;ele175-392;edge;s;1;1;False;False;False;False;True;1
Car component 1;Car component 7;ele175-393;edge;s;1;1;False;False;False;False;True;1
Car component 1;Car component 9;ele175-394;edge;s;1;1;False;False;False;False;True;1
Car component 1;Car component 14;ele175-395;edge;s;1;1;False;False;False;False;True;1
Car component 1;Car component 15;ele175-396;edge;s;1;1;False;False;False;False;True;1
Car component 1;Car component 19;ele175-397;edge;s;1;1;False;False;False;False;True;1
Car component 1;Car floor 1;ele175-398;edge;"s;ME";1;1;False;False;False;True;True;2
Car component 1;Interior 1;ele175-399;edge;s;1;1;False;False;False;False;True;1
Car component 1;Car Door 3;ele175-400;edge;s;1;1;False;False;False;False;True;1
Car component 1;Car Door 6;ele175-401;edge;s;1;1;False;False;False;False;True;1
Car component 1;Car Door 10;ele175-402;edge;s;1;1;False;False;False;False;True;1
Car component 2;Counterweight screen;ele175-403;edge;s;1;1;False;False;False;False;True;1
Car component 2;Car Sling Component 7;ele175-404;edge;s;1;1;False;False;False;False;True;1
Car component 2;Car component 1;ele175-405;edge;s;1;1;False;False;False;False;True;1
Car component 2;Car component 3;ele175-406;edge;s;1;1;False;False;False;False;True;1
Car component 2;Car component 4;ele175-407;edge;s;1;1;False;False;False;False;True;1
Car component 2;Car component 5;ele175-408;edge;s;1;1;False;False;False;False;True;1
Car component 2;Car component 6;ele175-409;edge;s;1;1;False;False;False;False;True;1
Car component 2;Car component 10;ele175-410;edge;s;1;1;False;False;False;False;True;1
Car component 2;Car component 11;ele175-411;edge;s;1;1;False;False;False;False;True;1
Car component 2;Car component 12;ele175-412;edge;s;1;1;False;False;False;False;True;1
Car component 2;Car component 13;ele175-413;edge;s;1;1;False;False;False;False;True;1
Car component 2;Car component 14;ele175-414;edge;s;1;1;False;False;False;False;True;1
Car component 2;Car component 15;ele175-415;edge;s;1;1;False;False;False;False;True;1
Car component 2;Car component 18;ele175-416;edge;s;1;1;False;False;False;False;True;1
Car component 2;Car floor 1;ele175-417;edge;"s;ME";1;1;False;False;False;True;True;2
Car component 2;Interior 1;ele175-418;edge;s;1;1;False;False;False;False;True;1
Car component 2;Interior 2;ele175-419;edge;s;1;1;False;False;False;False;True;1
Car component 2;Interior 3;ele175-420;edge;s;1;1;False;False;False;False;True;1
Car component 2;Interior 4;ele175-421;edge;s;1;1;False;False;False;False;True;1
Car component 2;Interior 5;ele175-422;edge;s;1;1;False;False;False;False;True;1
Car component 2;Car operating panel;ele175-423;edge;s;1;1;False;False;False;False;True;1
Car component 2;Car signalization;ele175-424;edge;s;1;1;False;False;False;False;True;1
Car component 3;Car component 2;ele175-425;edge;s;1;1;False;False;False;False;True;1
Car component 3;Car component 4;ele175-426;edge;s;1;1;False;False;False;False;True;1
Car component 3;Car component 5;ele175-427;edge;s;1;1;False;False;False;False;True;1
Car component 3;Car component 6;ele175-428;edge;s;1;1;False;False;False;False;True;1
Car component 3;Car component 10;ele175-429;edge;s;1;1;False;False;False;False;True;1
Car component 3;Car component 11;ele175-430;edge;s;1;1;False;False;False;False;True;1
Car component 3;Car component 14;ele175-431;edge;s;1;1;False;False;False;False;True;1
Car component 3;Car component 15;ele175-432;edge;s;1;1;False;False;False;False;True;1
Car component 3;Car component 18;ele175-433;edge;s;1;1;False;False;False;False;True;1
Car component 3;Car floor 1;ele175-434;edge;"s;ME";1;1;False;False;False;True;True;2
Car component 3;Interior 1;ele175-435;edge;s;1;1;False;False;False;False;True;1
Car component 3;Interior 2;ele175-436;edge;s;1;1;False;False;False;False;True;1
Car component 3;Interior 3;ele175-437;edge;s;1;1;False;False;False;False;True;1
Car component 3;Interior 4;ele175-438;edge;s;1;1;False;False;False;False;True;1
Car component 3;Interior 5;ele175-439;edge;s;1;1;False;False;False;False;True;1
Car component 3;Car Door 10;ele175-440;edge;s;1;1;False;False;False;False;True;1
Car component 4;Pit safety 2;ele175-441;edge;s;1;1;False;False;False;False;True;1
Car component 4;Car component 1;ele175-442;edge;s;1;1;False;False;False;False;True;1
Car component 4;Car component 2;ele175-443;edge;s;1;1;False;False;False;False;True;1
Car component 4;Car component 3;ele175-444;edge;s;1;1;False;False;False;False;True;1
Car component 4;Car component 7;ele175-445;edge;s;1;1;False;False;False;False;True;1
Car component 4;Car component 9;ele175-446;edge;s;1;1;False;False;False;False;True;1
Car component 4;Car component 11;ele175-447;edge;s;1;1;False;False;False;False;True;1
Car component 4;Car component 14;ele175-448;edge;s;1;1;False;False;False;False;True;1
Car component 4;Car component 15;ele175-449;edge;s;1;1;False;False;False;False;True;1
Car component 4;Car component 19;ele175-450;edge;s;1;1;False;False;False;False;True;1
Car component 4;Car floor 1;ele175-451;edge;"s;ME";1;1;False;False;False;True;True;2
Car component 4;Interior 1;ele175-452;edge;s;1;1;False;False;False;False;True;1
Car component 5;Car component 2;ele175-453;edge;s;1;1;False;False;False;False;True;1
Car component 5;Car component 3;ele175-454;edge;s;1;1;False;False;False;False;True;1
Car component 5;Car component 11;ele175-455;edge;s;1;1;False;False;False;False;True;1
Car component 5;Car component 12;ele175-456;edge;s;1;1;False;False;False;False;True;1
Car component 5;Car component 13;ele175-457;edge;s;1;1;False;False;False;False;True;1
Car component 5;Car component 14;ele175-458;edge;s;1;1;False;False;False;False;True;1
Car component 5;Car component 15;ele175-459;edge;s;1;1;False;False;False;False;True;1
Car component 5;Car floor 1;ele175-460;edge;"s;ME";1;1;False;False;False;True;True;2
Car component 5;Interior 1;ele175-461;edge;s;1;1;False;False;False;False;True;1
Car component 5;Interior 2;ele175-462;edge;s;1;1;False;False;False;False;True;1
Car component 5;Interior 3;ele175-463;edge;s;1;1;False;False;False;False;True;1
Car component 5;Interior 4;ele175-464;edge;s;1;1;False;False;False;False;True;1
Car component 5;Interior 5;ele175-465;edge;s;1;1;False;False;False;False;True;1
Car component 5;Car operating panel;ele175-466;edge;s;1;1;False;False;False;False;True;1
Car component 6;Car component 2;ele175-467;edge;s;1;1;False;False;False;False;True;1
Car component 6;Car component 3;ele175-468;edge;s;1;1;False;False;False;False;True;1
Car component 6;Car component 8;ele175-469;edge;s;1;1;False;False;False;False;True;1
Car component 6;Car component 11;ele175-470;edge;s;1;1;False;False;False;False;True;1
Car component 6;Car component 14;ele175-471;edge;s;1;1;False;False;False;False;True;1
Car component 6;Car component 15;ele175-472;edge;s;1;1;False;False;False;False;True;1
Car component 6;Car component 16;ele175-473;edge;s;1;1;False;False;False;False;True;1
Car component 6;Car component 17;ele175-474;edge;s;1;1;False;False;False;False;True;1
Car component 6;Car component 18;ele175-475;edge;s;1;1;False;False;False;False;True;1
Car component 7;Car component 1;ele175-476;edge;s;1;1;False;False;False;False;True;1
Car component 7;Car component 4;ele175-477;edge;s;1;1;False;False;False;False;True;1
Car component 7;Car component 9;ele175-478;edge;s;1;1;False;False;False;False;True;1
Car component 7;Car floor 1;ele175-479;edge;"s;ME";1;1;False;False;False;True;True;2
Car component 7;Car Door 6;ele175-480;edge;s;1;1;False;False;False;False;True;1
Car component 7;Car Door 8;ele175-481;edge;s;1;1;False;False;False;False;True;1
Car component 8;Car component 6;ele175-482;edge;s;1;1;False;False;False;False;True;1
Car component 8;Car component 14;ele175-483;edge;s;1;1;False;False;False;False;True;1
Car component 8;Car component 15;ele175-484;edge;s;1;1;False;False;False;False;True;1
Car component 8;Car component 16;ele175-485;edge;s;1;1;False;False;False;False;True;1
Car component 8;Car component 17;ele175-486;edge;s;1;1;False;False;False;False;True;1
Car component 8;Car component 18;ele175-487;edge;s;1;1;False;False;False;False;True;1
Car component 8;Electrical system 11;ele175-488;edge;i;1;1;False;True;False;False;False;1
Car component 8;Electrical system 13;ele175-489;edge;i;1;1;False;True;False;False;False;1
Car component 9;Pit safety 2;ele175-490;edge;s;1;1;False;False;False;False;True;1
Car component 9;Car component 1;ele175-491;edge;s;1;1;False;False;False;False;True;1
Car component 9;Car component 4;ele175-492;edge;s;1;1;False;False;False;False;True;1
Car component 9;Car component 7;ele175-493;edge;s;1;1;False;False;False;False;True;1
Car component 10;Car component 2;ele175-494;edge;s;1;1;False;False;False;False;True;1
Car component 10;Car component 3;ele175-495;edge;s;1;1;False;False;False;False;True;1
Car component 10;Car component 12;ele175-496;edge;s;1;1;False;False;False;False;True;1
Car component 10;Car component 13;ele175-497;edge;s;1;1;False;False;False;False;True;1
Car component 10;Interior 2;ele175-498;edge;s;1;1;False;False;False;False;True;1
Car component 10;Interior 3;ele175-499;edge;s;1;1;False;False;False;False;True;1
Car component 10;Interior 4;ele175-500;edge;s;1;1;False;False;False;False;True;1
Car component 10;Interior 5;ele175-501;edge;s;1;1;False;False;False;False;True;1
Car component 10;Car operating panel;ele175-502;edge;s;1;1;False;False;False;False;True;1
Car component 11;Car component 2;ele175-503;edge;s;1;1;False;False;False;False;True;1
Car component 11;Car component 3;ele175-504;edge;s;1;1;False;False;False;False;True;1
Car component 11;Car component 4;ele175-505;edge;s;1;1;False;False;False;False;True;1
Car component 11;Car component 5;ele175-506;edge;s;1;1;False;False;False;False;True;1
Car component 11;Car component 6;ele175-507;edge;s;1;1;False;False;False;False;True;1
Car component 11;Car component 14;ele175-508;edge;s;1;1;False;False;False;False;True;1
Car component 11;Car component 15;ele175-509;edge;s;1;1;False;False;False;False;True;1
Car component 11;Car component 18;ele175-510;edge;s;1;1;False;False;False;False;True;1
Car component 11;Car floor 1;ele175-511;edge;"s;ME";1;1;False;False;False;True;True;2
Car component 11;Interior 1;ele175-512;edge;s;1;1;False;False;False;False;True;1
Car component 11;Interior 2;ele175-513;edge;s;1;1;False;False;False;False;True;1
Car component 11;Interior 3;ele175-514;edge;s;1;1;False;False;False;False;True;1
Car component 12;Car component 2;ele175-515;edge;s;1;1;False;False;False;False;True;1
Car component 12;Car component 5;ele175-516;edge;s;1;1;False;False;False;False;True;1
Car component 12;Car component 10;ele175-517;edge;s;1;1;False;False;False;False;True;1
Car component 12;Car component 13;ele175-518;edge;s;1;1;False;False;False;False;True;1
Car component 12;Interior 1;ele175-519;edge;s;1;1;False;False;False;False;True;1
Car component 12;Interior 2;ele175-520;edge;s;1;1;False;False;False;False;True;1
Car component 12;Interior 3;ele175-521;edge;s;1;1;False;False;False;False;True;1
Car component 12;Interior 4;ele175-522;edge;s;1;1;False;False;False;False;True;1
Car component 12;Interior 5;ele175-523;edge;s;1;1;False;False;False;False;True;1
Car component 12;Car operating panel;ele175-524;edge;s;1;1;False;False;False;False;True;1
Car component 12;Car signalization;ele175-525;edge;"s;i;EE";1;1;True;True;False;False;True;3
Car component 12;Landing signalization;ele175-526;edge;"s;i;EE";1;1;True;True;False;False;True;3
Car component 13;Car component 2;ele175-527;edge;s;1;1;False;False;False;False;True;1
Car component 13;Car component 5;ele175-528;edge;s;1;1;False;False;False;False;True;1
Car component 13;Car component 10;ele175-529;edge;s;1;1;False;False;False;False;True;1
Car component 13;Car component 12;ele175-530;edge;s;1;1;False;False;False;False;True;1
Car component 13;Car floor 1;ele175-531;edge;s;1;1;False;False;False;False;True;1
Car component 13;Interior 2;ele175-532;edge;s;1;1;False;False;False;False;True;1
Car component 13;Interior 3;ele175-533;edge;s;1;1;False;False;False;False;True;1
Car component 13;Interior 4;ele175-534;edge;s;1;1;False;False;False;False;True;1
Car component 13;Interior 5;ele175-535;edge;s;1;1;False;False;False;False;True;1
Car component 13;Car operating panel;ele175-536;edge;s;1;1;False;False;False;False;True;1
Car component 13;Control Panel component 7;ele175-537;edge;"i;EE";1;1;True;True;False;False;False;2
Car component 13;Car signalization;ele175-538;edge;s;1;1;False;False;False;False;True;1
Car component 14;Pit safety 1;ele175-539;edge;"s;ME";1;1;False;False;False;True;True;2
Car component 14;Car Sling Component 6;ele175-540;edge;s;1;1;False;False;False;False;True;1
Car component 14;Car component 1;ele175-541;edge;s;1;1;False;False;False;False;True;1
Car component 14;Car component 2;ele175-542;edge;s;1;1;False;False;False;False;True;1
Car component 14;Car component 3;ele175-543;edge;s;1;1;False;False;False;False;True;1
Car component 14;Car component 4;ele175-544;edge;s;1;1;False;False;False;False;True;1
Car component 14;Car component 5;ele175-545;edge;s;1;1;False;False;False;False;True;1
Car component 14;Car component 6;ele175-546;edge;s;1;1;False;False;False;False;True;1
Car component 14;Car component 8;ele175-547;edge;s;1;1;False;False;False;False;True;1
Car component 14;Car component 11;ele175-548;edge;s;1;1;False;False;False;False;True;1
Car component 14;Car component 15;ele175-549;edge;s;1;1;False;False;False;False;True;1
Car component 14;Car component 16;ele175-550;edge;s;1;1;False;False;False;False;True;1
Car component 14;Car component 17;ele175-551;edge;s;1;1;False;False;False;False;True;1
Car component 14;Car component 18;ele175-552;edge;s;1;1;False;False;False;False;True;1
Car component 14;Interior 2;ele175-553;edge;s;1;1;False;False;False;False;True;1
Car component 14;Car operating panel;ele175-554;edge;s;1;1;False;False;False;False;True;1
Car component 14;Car electrification 1;ele175-555;edge;s;1;1;False;False;False;False;True;1
Car component 14;Car electrification 2;ele175-556;edge;s;1;1;False;False;False;False;True;1
Car component 14;Electrical system 9;ele175-557;edge;s;1;1;False;False;False;False;True;1
Car component 14;Electrical system 11;ele175-558;edge;"i;s";1;1;False;True;False;False;True;2
Car component 14;Electrical system 13;ele175-559;edge;i;1;1;False;True;False;False;False;1
Car component 15;Car Sling Component 6;ele175-560;edge;s;1;1;False;False;False;False;True;1
Car component 15;Car component 1;ele175-561;edge;s;1;1;False;False;False;False;True;1
Car component 15;Car component 2;ele175-562;edge;s;1;1;False;False;False;False;True;1
Car component 15;Car component 3;ele175-563;edge;s;1;1;False;False;False;False;True;1
Car component 15;Car component 4;ele175-564;edge;s;1;1;False;False;False;False;True;1
Car component 15;Car component 5;ele175-565;edge;s;1;1;False;False;False;False;True;1
Car component 15;Car component 6;ele175-566;edge;s;1;1;False;False;False;False;True;1
Car component 15;Car component 8;ele175-567;edge;s;1;1;False;False;False;False;True;1
Car component 15;Car component 11;ele175-568;edge;s;1;1;False;False;False;False;True;1
Car component 15;Car component 14;ele175-569;edge;s;1;1;False;False;False;False;True;1
Car component 15;Car component 16;ele175-570;edge;s;1;1;False;False;False;False;True;1
Car component 15;Car component 17;ele175-571;edge;s;1;1;False;False;False;False;True;1
Car component 15;Car component 18;ele175-572;edge;s;1;1;False;False;False;False;True;1
Car component 15;Car component 19;ele175-573;edge;s;1;1;False;False;False;False;True;1
Car component 15;Interior 2;ele175-574;edge;s;1;1;False;False;False;False;True;1
Car component 15;Interior 3;ele175-575;edge;s;1;1;False;False;False;False;True;1
Car component 15;Car operating panel;ele175-576;edge;s;1;1;False;False;False;False;True;1
Car component 15;Control Panel component 6;ele175-577;edge;EE;1;1;True;False;False;False;False;1
Car component 15;Car signalization;ele175-578;edge;s;1;1;False;False;False;False;True;1
Car component 16;Car component 6;ele175-579;edge;s;1;1;False;False;False;False;True;1
Car component 16;Car component 8;ele175-580;edge;s;1;1;False;False;False;False;True;1
Car component 16;Car component 14;ele175-581;edge;s;1;1;False;False;False;False;True;1
Car component 16;Car component 15;ele175-582;edge;s;1;1;False;False;False;False;True;1
Car component 16;Car component 17;ele175-583;edge;s;1;1;False;False;False;False;True;1
Car component 16;Car component 18;ele175-584;edge;s;1;1;False;False;False;False;True;1
Car component 16;Control Panel component 7;ele175-585;edge;i;1;1;False;True;False;False;False;1
Car component 16;Electrical system 13;ele175-586;edge;i;1;1;False;True;False;False;False;1
Car component 17;Car Sling Component 6;ele175-587;edge;s;1;1;False;False;False;False;True;1
Car component 17;Car component 6;ele175-588;edge;s;1;1;False;False;False;False;True;1
Car component 17;Car component 8;ele175-589;edge;s;1;1;False;False;False;False;True;1
Car component 17;Car component 14;ele175-590;edge;s;1;1;False;False;False;False;True;1
Car component 17;Car component 15;ele175-591;edge;s;1;1;False;False;False;False;True;1
Car component 17;Car component 16;ele175-592;edge;s;1;1;False;False;False;False;True;1
Car component 17;Car component 18;ele175-593;edge;s;1;1;False;False;False;False;True;1
Car component 17;Electrical system 13;ele175-594;edge;EE;1;1;True;False;False;False;False;1
Car component 18;Car Sling Component 6;ele175-595;edge;s;1;1;False;False;False;False;True;1
Car component 18;Car component 2;ele175-596;edge;s;1;1;False;False;False;False;True;1
Car component 18;Car component 3;ele175-597;edge;s;1;1;False;False;False;False;True;1
Car component 18;Car component 6;ele175-598;edge;s;1;1;False;False;False;False;True;1
Car component 18;Car component 8;ele175-599;edge;s;1;1;False;False;False;False;True;1
Car component 18;Car component 11;ele175-600;edge;s;1;1;False;False;False;False;True;1
Car component 18;Car component 14;ele175-601;edge;s;1;1;False;False;False;False;True;1
Car component 18;Car component 15;ele175-602;edge;s;1;1;False;False;False;False;True;1
Car component 18;Car component 16;ele175-603;edge;s;1;1;False;False;False;False;True;1
Car component 18;Car component 17;ele175-604;edge;s;1;1;False;False;False;False;True;1
Car component 19;Car component 1;ele175-605;edge;s;1;1;False;False;False;False;True;1
Car component 19;Car component 4;ele175-606;edge;s;1;1;False;False;False;False;True;1
Car component 19;Car component 15;ele175-607;edge;s;1;1;False;False;False;False;True;1
Car component 19;Car electrification 1;ele175-608;edge;EE;1;1;True;False;False;False;False;1
Car floor 1;Pit safety 2;ele175-609;edge;"s;ME";1;1;False;False;False;True;True;2
Car floor 1;Car Sling Component 1;ele175-610;edge;s;1;1;False;False;False;False;True;1
Car floor 1;Car Sling Component 7;ele175-611;edge;"s;ME";1;1;False;False;False;True;True;2
Car floor 1;Car Sling Component 8;ele175-612;edge;"s;ME";1;1;False;False;False;True;True;2
Car floor 1;Car Sling Component 11;ele175-613;edge;s;1;1;False;False;False;False;True;1
Car floor 1;Car component 1;ele175-614;edge;"s;ME";1;1;False;False;False;True;True;2
Car floor 1;Car component 2;ele175-615;edge;"s;ME";1;1;False;False;False;True;True;2
Car floor 1;Car component 3;ele175-616;edge;"s;ME";1;1;False;False;False;True;True;2
Car floor 1;Car component 4;ele175-617;edge;"s;ME";1;1;False;False;False;True;True;2
Car floor 1;Car component 5;ele175-618;edge;"s;ME";1;1;False;False;False;True;True;2
Car floor 1;Car component 7;ele175-619;edge;"s;ME";1;1;False;False;False;True;True;2
Car floor 1;Car component 11;ele175-620;edge;"s;ME";1;1;False;False;False;True;True;2
Car floor 1;Car component 13;ele175-621;edge;s;1;1;False;False;False;False;True;1
Car floor 1;Car floor 2;ele175-622;edge;s;1;1;False;False;False;False;True;1
Car floor 1;Car floor 3;ele175-623;edge;s;1;1;False;False;False;False;True;1
Car floor 1;Car floor 4;ele175-624;edge;"s;ME";1;1;False;False;False;True;True;2
Car floor 1;Interior 1;ele175-625;edge;s;1;1;False;False;False;False;True;1
