T[K],M[A/m]
68.06806806806807,767354.1899073527
118.11811811811812,757122.8007085877
168.1681681681682,754849.1586644179
218.21821821821823,746891.4115098232
268.2682682682683,730975.9172006336
318.3183183183183,717334.0649356141
368.3683683683684,708239.4967589342
418.4184184184184,683229.434273065
468.4684684684685,662766.6558755356
518.5185185185185,643440.6985000912
568.5685685685685,616156.9939700519
618.6186186186187,580915.542285418
668.6686686686687,539989.9854903592
718.7187187187187,501338.0707394703
768.7687687687687,436539.27248062723
818.8188188188188,330814.9174267253
850.0,0.0
900.0,0.0
950.0,0.0
1000.0,0.0
1050.0,0.0
