name,TIC,RA,Dec,Num_sectors,Vmag,papers
05946-00892,59751429,94.0027180022403,-21.256619658857,3,13.199,
06465-00602,594723,72.0971498681218,-24.8380221528575,1,13.69,
06493-00315,32677675,85.7046435119914,-25.9965127771226,5,13.197,
1400770435,320525204,264.961576963,56.0789162516,40,9.434,
2855-585-1,192587088,47.3855336066,42.877417139,3,11.314,
3121-1659-1,394178587,289.765448404338,38.6824333864665,9,12.421,
3473-673-1,148781497,218.977052686644,46.5935446665037,6,10.249,
3545-371-1,48450535,284.761905634528,48.6098781078396,11,11.646,
3576-2035-1,295803225,303.84142466534,48.2872460819514,10,10.947,
3700-1739-1,645967562,40.2148238000998,52.7520040026382,3,12.3416,
6493-290-1,32606889,85.1923727106307,-24.9264382681511,4,12.394,
7096-222-1,53059882,102.621181432333,-34.6049291987051,6,10.283,
9535-351-1,451596415,277.741723284,-88.7215247434,7,10.117,
BD+15 1661,16488877,116.915461492298,14.7955611136997,7,10.48,
BD-08 1175,287841093,84.2326048734499,-8.79932737393956,2,10.199,
CD-27 2812,37606218,93.2485667866,-27.8803879974,3,9.774,
CD-82 293,384742846,258.72808333333336,-82.85525,4,9.514,
CD−31 3271,117739806,96.203869173793,-31.8644896622303,3,9.845,
EBLM J0000+29,117930511,0.287496639436638,29.0526051240096,2,11.303,
EBLM J0001+18,238281714,0.2892871969,18.6024143246,1,11.463,
EBLM J0002+47,259260957,0.5416833735,47.8010232158,3,11.023,
EBLM J0008+02,427317404,2.2415416667,2.945,2,10.051,EBLM IV
EBLM J0011+63,83222019,2.7708387702,63.7139092704,7,11.33,
EBLM J0013-31,149010208,3.3940416667,-31.3343611111,4,12.174,
EBLM J0017-38,120585579,4.45125,-38.1108888889,3,13.046,EBLM IV
EBLM J0021-16,406352710,5.2532083333,-16.1245833333,1,9.802,EBLM IV
EBLM J0023+53,202429154,5.993529851,53.2233925931,5,11.878,
EBLM J0027-41,115693377,6.8188478788,-41.5715791335,3,11.762,EBLM IV
EBLM J0034-39,116880230,8.7187871525,-39.5365038564,4,10.999,
EBLM J0035-69,38850860,8.9185234737135,-69.8145530401032,6,12.058,EBLM IV
EBLM J0040+00,422840570,10.1299583333,0.1499722222,3,11.73,
EBLM J0040+01,328068200,10.0062464544,1.0945495535,3,11.388,EBLM IV
EBLM J0040+18,434214393,10.2261851244,18.3104510566,3,10.744,
EBLM J0042-17,92199729,10.642586648,-17.2981146395,2,10.339,EBLM IV
EBLM J0044-33,402112785,11.2438542033,-33.0761950111,3,13.367,
EBLM J0048+20,435863262,12.017587775423,20.3830220494029,3,10.629,
EBLM J0048-66,39018208,12.0894166667,-66.1602222222,8,11.622,EBLM IV
EBLM J0049+35,53677648,12.400477544811,35.7111704922861,2,12.76,
EBLM J0050-18,28051929,12.6666666667,-18.5060277778,2,8.97,
EBLM J0052+14,414807623,13.1907064406826,14.0235537400731,6,12.89,
EBLM J0055-00,269504659,13.8072112341451,-0.1316893744614,3,10.955,EBLM X
EBLM J0057-19,268529943,14.4955833333,-19.8298611111,2,11.645,EBLM IV; EBLM XI
EBLM J0057-21,268529700,14.488938163458,-21.4196554086235,2,10.515,
EBLM J0101+31,174310085,15.4629497824,31.7152098572,3,10.826,
EBLM J0104-38,180871989,16.0797115418,-38.3085264085,4,11.247,EBLM IV
EBLM J0109-67,52079677,17.303625,-67.9189722222,8,12.476,EBLM IV
EBLM J0110-40,102070545,17.5066005624,-44.2690248254,4,11.036,
EBLM J0111-45,102086653,17.99025,-45.9991388889,4,12.813,
EBLM J0113+31,400048097,18.463869601933,31.8194794702108,3,10.115,EBLM II; EBLM XI
EBLM J0114+54,331860062,18.665,54.6585555556,4,9.948,
EBLM J0123+38,186514178,20.8505100040064,38.3094146248005,2,12.045,EBLM XI
EBLM J0128+35,44631965,22.23625,35.86475,2,11.953,
EBLM J0128+39,189397763,22.2457276633,39.2642268147,3,10.043,
EBLM J0131+37,189414606,22.751875,37.79588888888889,2,11.074,
EBLM J0157-11,382323697,29.432,-11.5140555556,2,12.528,
EBLM J0209+40,184679932,32.2939970238666,40.4020050443418,3,9.723,
EBLM J0210+33,63588946,32.70641666666667,33.77111388888889,1,12.34,
EBLM J0210+34,63623869,32.6857065108464,34.9379586555338,3,12.6,
EBLM J0211+36,184692429,32.94616666666667,36.159666666666666,3,11.92,
EBLM J0218-31,146247270,34.5551666667,-31.0881388889,1,9.952,EBLM IV; EBLM VI
EBLM J0226+39,129913061,36.5153522730082,39.7494748430243,3,10.594,
EBLM J0228+05,422844353,37.0369764296983,5.59660286798723,6,10.228,EBLM IV; EBLM XIV
EBLM J0231+34,286355915,37.89325,34.368916666666664,3,11.094,
EBLM J0233-10,4672985,38.470488828483,-10.6572632518315,2,11.501,
EBLM J0239-20,64108432,39.872,-20.04,2,10.63,EBLM IV; EBLM IX; EBLM XI
EBLM J0246+33,77320223,41.5517604408,33.7749019566,2,10.66,
EBLM J0247-51,231275247,41.8354388202127,-51.4528880814691,5,9.55,EBLM IV
EBLM J0250-65,220523550,42.5625347249253,-65.206987487108,9,11.499,
EBLM J0307+53,116890331,46.9404582499298,53.2771036988351,3,12.753,
EBLM J0308+16,302451038,47.0396529210277,16.0642451486084,5,12.78,
EBLM J0310-31,89045042,47.5942798706693,-31.126607287288,2,9.33,EBLM IV
EBLM J0315-24,88571421,48.8605416667,-24.2626388889,2,11.317,EBLM IV
EBLM J0316+30,101302325,49.1366916940222,30.028973168416,6,10.625,
EBLM J0316+40,177995773,49.0569600944401,40.7487644582509,3,10.91,
EBLM J0326-09,12529950,51.6875,-9.3421111111,2,12.65,EBLM IV
EBLM J0339+03,374827241,54.790125,3.09375,1,11.379,EBLM IV; EBLM V
EBLM J0345-10,38541473,56.3045723289,-10.9733773885,2,11.188,
EBLM J0349-40,238197709,57.2655184939,-72.9474079084,34,10.823,
EBLM J0349-55,197887879,57.3853109415552,-55.3485534160717,8,10.297,
EBLM J0351-07,38677487,57.75225,-7.0985833333,2,10.767,EBLM IV
EBLM J0351-10,38686737,57.86575,-10.6140277778,2,13.089,
EBLM J0353+05,362043085,58.2872873908,5.6092104316,1,11.166,EBLM IV
EBLM J0353-16,279454212,58.4771666667,-16.95425,3,10.515,EBLM IV
EBLM J0356-18,178242590,59.1577083333,-18.2375,3,11.985,
EBLM J0359+07,311130734,59.9466827237357,7.36346799929594,2,12.87,
EBLM J0400-51,237342298,60.2370413018106,-51.1242923342736,5,12.265,EBLM IV
EBLM J0407-23,178352046,61.8234,-23.645,3,12.003,
EBLM J0410+37,347130362,62.72383333333333,37.004644444444445,3,10.818,
EBLM J0412-44,152503179,63.0924275203567,-44.1982888984504,3,9.193,
EBLM J0415-16,70887357,63.8574178579908,-16.9020120343287,2,9.293,
EBLM J0416+38,417885833,64.1904376153,38.1403363731,3,12.681,
EBLM J0418-53,219239945,64.5213440946,-53.8014256114,6,11.446,
EBLM J0425-46,153741139,66.3820833333,-46.2188055556,3,10.971,EBLM IV
