#KIC,period,bjd0,pdepth,sdepth,pwidth,swidth,sep
8167938,2.5657176,55002.141385,0.0012,0.0005,0.0244,0.0243,0.4957
10937609,2.5704313,54955.908419,0.0838,0.0403,0.0658,0.0628,0.5005
2831632,2.573172,54954.72996,0.0092,0.0078,0.2342,0.2722,0.5145
9092303,2.5771644,55000.755038,0.0047,0.0041,0.3339,0.369,0.5006
7387296,2.5795445,54955.333002,0.0229,0.02,0.2388,0.2889,0.5067
8386198,2.5811087,54956.561538,0.0068,0.0064,0.2406,0.2765,0.5156
12010534,2.5815948,54965.946782,0.1822,-1,0.0703,-1,1
8113154,2.5868779,54953.878234,0.0308,-1,0.0893,-1,1
10389596,2.6092996,55156.061283,0.0037,0.0039,0.2582,0.2543,0.4961
8231877,2.6155284,54964.775873,0.0172,0.0103,0.0299,0.0306,0.4996
12257908,2.6159169,54954.915973,0.1332,0.0807,0.1179,0.118,0.4994
10686876,2.6184273,54953.949815,0.2038,0.0341,0.0689,0.0683,0.4998
8193315,2.6238741,54967.004069,0.224,0.0514,0.0619,0.0625,0.5009
12164751,2.6300876,55004.676598,0.5314,0.1299,0.1447,0.1345,0.5042
9592575,2.6375751,55186.130893,0.1319,-1,0.078,-1,1
6268722,2.638433,54955.449481,0.0485,-1,0.034,-1,1
2167890,2.6483007,55185.843253,0.0129,-1,0.0381,-1,1
4990977,2.649025,54966.378799,0.0501,-1,0.0353,-1,1
3766353,2.6669648,54966.7224,0.0114,0.0063,0.0279,0.0304,0.672
3248019,2.6682217,55098.773,0.0475,0.0462,0.0417,0.0417,0.5
11189127,2.6719431,54954.758089,0.0142,-1,0.0263,-1,1
11125936,2.6722175,54993.892041,0.0023,0.0018,0.0267,0.0252,0.5011
6595662,2.6805144,54965.597778,0.1992,-1,0.0439,-1,1
10583180,2.6962813,54966.010891,0.0005,-1,0.0715,-1,1
10583225,2.6963067,54966.012006,0.0002,-1,0.0715,-1,1
10583181,2.6963227,54955.210895,0.2535,0.0997,0.0701,0.0684,0.4997
6606653,2.6980238,54965.284591,0.0218,0.0089,0.1047,0.0732,0.4981
8429450,2.7051426,54954.217684,0.3495,0.2686,0.0638,0.0638,0.4999
10905824,2.7195351,55003.276777,0.0132,0.0063,0.2195,0.2191,0.5844
7374746,2.7338924,55186.649269,0.1658,0.126,0.0447,0.0447,0.4999
8801343,2.7398739,54953.850472,0.025,0.0041,0.0604,0.0418,0.5002
8561192,2.7425932,55001.352936,0.6576,0.1192,0.1122,0.1047,0.4988
9655129,2.7439966,54966.758434,0.0183,0.0183,0.0614,0.4824,0
9597095,2.7456399,54967.452823,0.0448,0.008,0.0409,0.0485,0.5003
9850387,2.7485006,54956.416299,0.1749,0.097,0.0668,0.0674,0.5
12418662,2.751574,54967.314604,0.0586,0.0082,0.0642,0.0645,0.502
4078693,2.7565308,54954.999726,0.003,0.0012,0.0251,0.0256,0.5014
11548140,2.7573005,54965.555132,0.0307,-1,0.0222,-1,1
8279765,2.7577936,54965.474177,0.0387,-1,0.0375,-1,1
7660607,2.7634013,54954.588856,0.0294,0.0125,0.2772,0.2683,0.501
2851474,2.7682927,54965.52665,0.0047,0.0044,0.2338,0.2679,0.5084
10547685,2.7770216,54956.454223,0.0362,0.0346,0.0368,0.0366,0.5
6072195,2.8001229,55000.994686,0.0072,0.0062,0.2646,0.2441,0.513
10198097,2.8152236,55000.73651,0.0009,-1,0.284,-1,1
7831363,2.817258,54965.974532,0.0035,0.0013,0.0294,0.0332,0.502
5213466,2.8193115,55165.534389,0.0175,-1,0.2859,-1,1
8081482,2.8194565,54966.868734,0.069,-1,0.0589,-1,1
2720354,2.8213281,54956.215382,0.0735,0.0095,0.0689,0.0393,0.5003
4377638,2.8218747,55004.265058,-0.0037,-1,0.2102,-1,1
5957123,2.8229754,55000.98644,0.0122,0.011,0.2081,0.1949,0.4962
5565486,2.8250473,55001.432884,0.1741,0.1701,0.0657,0.0719,0.4995
9700181,2.8486181,55115.077295,0.0036,0.0027,0.2401,0.2616,0.5412
2711114,2.8588804,54967.174931,0.0033,0.0022,0.033,0.0306,0.4999
6862603,2.8611663,55004.64563,0.0011,-1,0.0268,-1,1
8176653,2.8666777,54969.948836,0.0007,-1,0.0161,-1,1
4035675,2.8736622,54965.582631,0.0384,0.0033,0.0258,0.0287,0.501
10384962,2.8792429,54966.279857,0.0475,0.0021,0.0347,0.0113,0.5041
3440230,2.881101,54967.238413,0.6512,0.0825,0.1028,0.0945,0.5042
8456774,2.8863398,54998.605241,-0.0115,-1,0.2034,-1,1
8264097,2.89747,54999.797834,0.2095,0.0159,0.0423,0.0401,0.4957
8088354,2.8978298,54965.604098,0.1567,0.0206,0.0394,0.0399,0.5016
8177798,2.9004122,55095.50322,0.0345,0.0294,0.0436,0.0382,0.501
4386047,2.90069,55001.200546,0.1598,-1,0.0479,-1,1
3834364,2.9084549,54965.31488,0.0609,0.0077,0.0322,0.036,0.5031
9767392,2.9145155,54999.580215,0.3609,0.3422,0.0692,0.0718,0.4993
12062660,2.9293,54998.936258,0.0304,0.0062,0.0798,0.0473,0.5009
8097825,2.9368523,54954.882686,0.1881,0.125,0.0756,0.0764,0.5006
7684873,2.9473627,54954.426357,0.0004,-1,0.0253,-1,1
5041975,2.959929,54964.909726,0.1143,0.0482,0.1345,0.1171,0.4998
8455359,2.9636783,55002.026589,0.0252,0.0091,0.2755,0.2721,0.5049
9674608,2.9720448,54966.249362,0.0052,-1,0.0156,-1,1
7174349,2.97414,55001.193215,0.0543,-1,0.0233,-1,1
3438975,2.9760959,55004.632617,0.0001,-1,0.0734,-1,1
11228612,2.9804799,54967.401223,0.3486,0.0783,0.0434,0.0489,0.5008
3558981,2.9878585,54965.154915,0.0403,-1,0.0339,-1,1
5475712,2.9918851,54967.174359,0.1353,0.0685,0.087,0.0834,0.4996
9886224,2.99266,55000.80634,0.1136,-1,0.0345,-1,1
9178185,2.992707,54966.295861,0.0004,-1,0.0222,-1,1
8009467,3.0011252,54999.131281,0.0182,0.0066,0.2679,0.2218,0.4943
4848423,3.0036527,55000.580941,0.3676,0.3537,0.064,0.0663,0.5
3964545,3.0124754,54965.246014,0.1786,-1,0.0379,-1,1
6312521,3.0155492,55002.107084,0.0927,0.0406,0.0393,0.04,0.5008
6614926,3.0267648,54966.327253,0.0727,-1,0.0599,-1,1
10014830,3.0305267,54967.124438,0.5875,0.2511,0.153,0.1384,0.5007
9180282,3.0376007,54955.606831,0.0004,-1,0.243,-1,1
8654097,3.0415903,55003.400402,0.0051,0.0044,0.2591,0.2521,0.5014
9159301,3.0447704,54956.302809,0.4888,0.0612,0.1096,0.0977,0.5019
5024450,3.0518511,55188.478488,0.0223,0.0182,0.0367,0.039,0.4994
5122112,3.05517,54967.437373,0.0079,-1,0.0215,-1,1
11858979,3.059169,54964.796671,0.0009,-1,0.0248,-1,1
10960995,3.1170871,55185.880504,0.0576,0.0377,0.0366,0.0352,0.5011
4908495,3.1203153,54965.368046,0.2509,0.1915,0.0373,0.037,0.5001
10904857,3.1208306,54997.432212,0.0158,-1,0.0285,-1,1
7523733,3.1211588,55120.563191,0.0025,0.0021,0.229,0.2711,0.5099
11147276,3.1330583,54967.102845,0.1126,0.068,0.0381,0.0351,0.4995
3459199,3.1410343,54999.890746,0.0022,0.0016,0.038,0.0344,0.5001
8719897,3.1514245,54955.237444,0.1793,0.1601,0.068,0.071,0.4999
8940961,3.1666696,54966.960335,0.229,0.0987,0.0475,0.0475,0.5008
5014753,3.1706264,54966.999059,0.0139,-1,0.0328,-1,1
8016211,3.1748862,54966.752677,0.0018,0.0014,0.0871,0.0829,0.502
8016214,3.1749714,54966.725645,0.2678,0.209,0.0867,0.0842,0.501
5527172,3.1839666,54975.414638,0.0401,0.0012,0.0462,0.0499,0.4996
5113053,3.1850998,55001.32836,0.3894,0.294,0.052,0.0541,0.4999
2437060,3.1871104,55000.890724,0.1141,0.0182,0.0769,0.0775,0.5039
8977179,3.1962424,54966.109504,0.0057,-1,0.3534,-1,1
7765894,3.204542,54956.979904,0.0416,0.0274,0.3148,0.2502,0.4982
3449540,3.2120062,54965.493715,0.3777,0.3851,0.0492,0.0466,0.5
10920086,3.213193,54965.143665,0.0002,-1,0.0117,-1,1
8953257,3.2217848,54965.919288,0.0492,-1,0.0389,-1,1
10489521,3.2245044,55000.317036,0.3397,0.2091,0.0488,0.0528,0.5005
9512958,3.2371513,55005.742909,0.0003,-1,0.1433,-1,1
9834719,3.2433378,54966.059263,0.0063,0.0065,0.0231,0.0189,0.4996
11021252,3.2691918,54966.255394,0.0585,-1,0.0303,-1,1
10657664,3.2736988,54956.769874,0.0221,0.0081,0.0451,0.0429,0.5004
10991769,3.2813452,55002.672938,0.016,0.0154,0.2167,0.2278,0.5033
1873513,3.2903828,55001.074635,0.0142,-1,0.0248,-1,1
9784371,3.3012265,54957.472723,0.0115,0.0104,0.2345,0.2826,0.5076
3547091,3.3055782,55096.322121,0.0132,-1,0.0266,-1,1
2438490,3.3157673,55001.014453,0.0844,-1,0.0464,-1,1
9664215,3.3194959,54964.925032,0.037,-1,0.0362,-1,1
7605600,3.3261926,55006.242491,0.1753,0.0475,0.0257,0.0261,0.4988
9719636,3.35157,55000.791902,0.05,-1,0.0367,-1,1
9278021,3.3594715,54956.873159,0.0024,0.0016,0.0255,0.03,0.5108
4761060,3.3613913,55002.021782,0.0005,-1,0.2213,-1,1
6153672,3.3644248,55153.072286,0.0041,-1,0.015,-1,1
10728219,3.3718077,54971.243773,0.3555,-1,0.036,-1,1
11303811,3.3794695,55002.298415,0.0519,0.0519,0.1977,0.2032,0.5003
2445975,3.3888824,54967.981114,0.0084,0.0083,0.0164,0.016,0.5004
7830460,3.3977502,54957.418154,0.0211,0.0179,0.2719,0.2362,0.5012
11240948,3.4019372,55001.252154,-0.0008,-1,0.128,-1,1
10091257,3.4038482,54956.44498,0.0491,0.0428,0.0347,0.0334,0.501
11515292,3.4194671,54998.598539,0.0183,0.0157,0.2716,0.2334,0.4963
6525196,3.4206042,54954.352139,0.1547,0.1418,0.0418,0.0409,0.5001
6620003,3.4285506,54966.31524,0.0277,0.0276,0.0221,0.0211,0.5001
4365461,3.42883,54964.865358,0.1054,0.1052,0.0516,0.0518,0.4996
10162999,3.4292146,55003.020162,-0.0049,-1,0.1475,-1,1
8879915,3.442627,54965.531246,0.4751,0.2447,0.0406,0.0403,0.5008
12022517,3.4427135,55003.264108,0.0554,0.0199,0.0367,0.0359,0.5027
4740676,3.4542411,54954.347846,0.0938,0.0062,0.0528,0.0701,0.4978
11347875,3.4550909,54965.55277,0.4648,0.2784,0.0898,0.0706,0.4777
5288543,3.4570755,54964.805421,0.3053,0.1775,0.0534,0.0578,0.4992
8912911,3.4635603,55004.180169,0.016,0.0128,0.2456,0.2487,0.5641
5376836,3.4794252,54966.317189,0.0195,-1,0.0415,-1,1
8581658,3.4816575,54956.737784,0.3365,0.0905,0.0491,0.0518,0.5021
4935914,3.4863333,54999.242862,0.0496,-1,0.0298,-1,1
3352751,3.4954552,54954.597119,0.1376,0.0251,0.0603,0.0729,0.5015
6891512,3.5051258,54955.20628,0.3419,0.3466,0.0589,0.0543,0.4997
5458880,3.5116889,54976.059892,0.0121,0.0064,0.273,0.2606,0.511
11922782,3.5129339,54956.247158,0.2307,0.1092,0.0472,0.054,0.5003
11975363,3.5184191,54967.411965,0.3359,0.3079,0.0457,0.0454,0.5004
8243263,3.5185527,54966.833553,0.0348,0.0313,0.0302,0.0335,0.4997
8458207,3.5301622,54967.774915,0.0761,-1,0.0491,-1,1
12405950,3.53963,55096.767773,0.0016,0.0008,0.0162,0.0148,0.4468
7593110,3.5493836,54999.192999,0.046,-1,0.0261,-1,1
9602595,3.5565084,54955.853445,0.674,0.0642,0.111,0.0942,0.5032
1573836,3.5570929,55000.034563,0.0009,0.0008,0.1768,0.4635,0.4666
7295570,3.60377,54964.646481,0.0148,0.0022,0.0292,0.0332,0.5019
5369827,3.606928,54967.778417,0.0003,-1,0.0229,-1,1
8153568,3.6071431,54999.289794,0.8249,0.163,0.1148,0.0962,0.4984
5218441,3.6137546,54968.284761,0.0056,-1,0.0686,-1,1
2695740,3.6158751,54956.4182,0.1494,0.1411,0.0876,0.0894,0.486
8378656,3.6294401,54967.700484,0.1417,0.0362,0.0624,0.0707,0.5074
5000179,3.6329355,55124.704902,0.024,0.0229,0.2285,0.271,0.4845
5198315,3.6423953,55000.608008,0.0336,0.0104,0.3043,0.2479,0.5122
5023948,3.6492928,55002.377045,0.1703,0.1532,0.0372,0.042,0.499
8784288,3.655118,54965.264718,0.4354,0.2963,0.0422,0.0381,0.4995
8939650,3.6553208,54965.82066,0.0468,0.0498,0.0385,0.0384,0.4998
6387450,3.6613261,54968.269124,0.0176,0.0024,0.0284,0.029,0.5
3656322,3.6636688,54956.357922,0.0533,-1,0.0676,-1,1
6182019,3.6649654,55003.801005,0.0957,-1,0.0402,-1,1
8196180,3.6716611,54954.075157,0.1279,0.0407,0.0409,0.0409,0.4035
10395543,3.6874702,55000.19219,0.0045,-1,0.0134,-1,1
3115480,3.6937025,54968.194275,0.0235,0.0124,0.0346,0.0351,0.5007
5022440,3.6939503,54966.608467,0.0258,0.0071,0.0243,0.0256,0.4997
9753154,3.7042675,54998.553701,0.0001,-1,0.0331,-1,1
10294608,3.7089843,54956.218283,0.4488,0.3507,0.0464,0.0417,0.4996
4276114,3.7224071,55003.79077,0.0523,0.0038,0.0248,0.0201,0.5002
6205460,3.722832,54956.455222,0.6228,0.1337,0.1294,0.1188,0.5031
6200709,3.72353,55001.464543,0.0297,-1,0.0382,-1,1
10863286,3.7238667,54955.43462,-0.0002,-1,0.1096,-1,1
5294739,3.7359952,54968.053209,0.6388,0.1942,0.1406,0.1266,0.5058
11913071,3.7478351,54955.943496,0.189,0.0467,0.0504,0.0507,0.4986
11913012,3.7478484,54967.177975,0.0004,-1,0.0495,-1,1
4758368,3.7499354,54958.206761,0.0362,0.0346,0.0903,0.0869,0.4979
11774013,3.7562477,55000.572627,0.0008,-1,0.3591,-1,1
6367628,3.7796922,54957.352101,0.3787,0.1477,0.1299,0.1213,0.499
9005854,3.7804542,54968.458209,0.1526,-1,0.0341,-1,1
5802470,3.7918726,54967.133705,0.2115,0.0615,0.0344,0.0336,0.4991
9291368,3.7964709,55002.319217,0.5334,0.0898,0.094,0.0956,0.5014
6628237,3.8401292,54968.139103,0.0577,-1,0.0266,-1,1
7212066,3.8404858,55186.355299,0.0357,0.0077,0.0282,0.0278,0.5021
4067110,3.8405992,55000,0.0001,-1,0.254,-1,1
9411943,3.8440226,54967.087833,0.0093,0.004,0.0274,0.0294,0.4946
3544694,3.8457,5500.426884,0.097,0.052,0.0363,0.0372,0.4999
3861595,3.8493669,54959.728108,0.0014,-1,0.0289,-1,1
6863840,3.8527339,54964.745869,0.3915,0.3411,0.0342,0.034,0.5001
9166862,3.8555993,55003.679731,0.0166,-1,0.0379,-1,1
4815612,3.8568,54999.315013,0.1836,0.1292,0.0381,0.0412,0.5009
9028024,3.8578626,54968.540428,0.033,0.021,0.2891,0.2309,0.5015
10155080,3.8609029,54957.048137,0.0625,0.0388,0.0345,0.0368,0.499
4474637,3.8867254,55002.9943,0.2844,0.0684,0.1265,0.1272,0.4987
4174507,3.891825,54966.03964,0.0111,0.007,0.0281,0.0277,0.5006
5285607,3.8994011,54959.57601,0.0408,0.0403,0.0397,0.035,0.4994
3231120,3.90009,55001.478119,0.1159,-1,0.035,-1,1
5370302,3.9043269,54967.350725,0.0165,-1,0.0418,-1,1
7940533,3.9055972,54954.622194,0.0701,-1,0.0707,-1,1
9392702,3.9093145,54964.893911,0.0952,0.035,0.0493,0.0554,0.5006
3241344,3.9126783,54966.428168,0.2793,0.0156,0.0333,0.0475,0.4989
7377033,3.9136205,54968.471285,0.0252,0.0212,0.0191,0.019,0.5008
2969628,3.9464793,54999.886745,0.0095,0.0095,0.2522,0.2575,0.4987
11867071,3.96385,54999.717143,0.0238,0.0035,0.0299,0.0291,0.5463
3973002,3.9841974,54967.882431,0.0696,0.0568,0.0392,0.04,0.5006
10346522,3.989142,54965.571148,0.618,0.1778,0.1338,0.1246,0.5014
6545018,3.9914603,54965.835642,0.2768,0.2192,0.053,0.0571,0.5013
7041856,4.0006688,54999.450276,-0.0019,-1,0.1248,-1,1
8504570,4.0077046,54955.77716,0.1656,0.0519,0.0476,0.0527,0.499
3427776,4.0166817,54967.239974,0.034,0.0078,0.0217,0.0277,0.5006
8242681,4.020629,54966.637566,0.0209,-1,0.041,-1,1
8234477,4.0286719,54966.956865,0.1254,0.0634,0.0775,0.0795,0.5011
3097352,4.02984,54999.654921,0.1186,-1,0.0408,-1,1
7695093,4.032768,54966.30036,0.1127,-1,0.0368,-1,1
9835416,4.0366052,54957.446497,0.0032,0.0015,0.1644,0.4425,0.3819
5021174,4.045054,55001.636952,0.253,0.0443,0.0286,0.0345,0.4988
4247791,4.0497388,54954.796044,0.0005,-1,0.0515,-1,1
11403216,4.0532529,55186.619762,0.1033,0.0031,0.0351,0.0334,0.5016
10149845,4.0563649,55001.070605,0.0451,0.0241,0.3021,0.2646,0.4931
9881258,4.0570249,54955.695831,0.1228,0.1178,0.0443,0.039,0.5001
4059656,4.0593977,54966.70959,0.0003,-1,0.1794,-1,1
8621026,4.0594287,54954.009536,0.251,0.0422,0.0479,0.0571,0.4998
10480952,4.0749064,54954.364164,0.2605,0.2632,0.045,0.0424,0.5
8230809,4.0783467,54973.317215,0.0365,-1,0.066,-1,1
4247791,4.1008708,54956.035723,0.1216,0.0991,0.0663,0.0679,0.4996
2162994,4.1015955,54965.631653,0.341,0.3005,0.0516,0.0532,0.4997
11147460,4.1077356,54965.942823,0.0047,0.0042,0.0427,0.0435,0.5007
10935310,4.1287955,54957.32131,0.1483,0.0085,0.023,0.0144,0.5006
5610698,4.1325281,54965.89133,0.1751,0.0548,0.069,0.1123,0.5082
10031409,4.1438796,54957.548369,0.1884,0.179,0.0407,0.0377,0.5011
5080652,4.1443566,54968.166959,0.3149,0.1708,0.0377,0.0409,0.499
11231334,4.1574813,54993.02033,0.0008,-1,0.0583,-1,1
3543270,4.1769294,54966.195961,0.0612,0.0217,0.0435,0.0397,0.501
5858519,4.1825,55000.473253,0.1828,-1,0.0556,-1,1
8972908,4.2001251,55092.58974,0.0007,-1,0.2263,-1,1
9446824,4.2023346,55004.107067,0.0488,-1,0.038,-1,1
10924853,4.2048088,54965.286281,0.002,0.0019,0.0128,0.0136,0.5022
8095099,4.2064786,54965.867114,0.2661,0.249,0.0582,0.0575,0.5002
7919653,4.2104773,54965.674654,0.1035,0.0828,0.0446,0.0432,0.4999
10091110,4.2185174,55185.867931,0.0239,-1,0.0345,-1,1
6849046,4.225385,54966.334555,0.008,-1,0.032,-1,1
7838639,4.2263951,54965.330223,0.0591,0.054,0.0289,0.0286,0.5001
3327980,4.2310217,54967.106634,0.4254,0.3175,0.0565,0.0589,0.4991
6939670,4.2388552,54968.201068,0.0647,0.0254,0.0425,0.0432,0.5002
8893936,4.2444806,54968.941174,0.1997,0.1646,0.0982,0.098,0.5
4037428,4.2647283,54955.403778,0.0214,-1,0.0186,-1,1
9520700,4.2736689,54966.617453,0.3326,0.167,0.04,0.039,0.4991
9940565,4.2786538,54968.105946,0.0078,0.0064,0.0246,0.0238,0.5009
7287391,4.2860997,55186.181528,0.1699,-1,0.0219,-1,1
1161345,4.2874555,55005.028983,0.0004,-1,0.029,-1,1
5024292,4.3010324,55466.368741,0.1783,0.1402,0.0437,0.0474,0.5072
8098300,4.3059177,54956.737583,0.3396,0.2342,0.0434,0.0462,0.5034
11046124,4.3074087,55002.519685,0.0164,0.0154,0.2494,0.2668,0.5303
9532421,4.309126,55002.179801,0.0197,0.0045,0.019,0.0184,0.4983
6629332,4.3105565,54968.730786,0.019,0.0169,0.0188,0.0225,0.4999
3973504,4.3187277,55003.478168,0.0543,0.0141,0.0238,0.0281,0.5009
4149684,4.3208494,55004.30436,0.0713,0.0124,0.0362,0.0358,0.5032
10534155,4.3270923,55001.026366,0.0001,-1,0.0202,-1,1
3127817,4.3271394,54955.117734,0.0579,0.0512,0.0645,0.0583,0.5017
5343976,4.3313919,54954.732569,0.2032,-1,0.0318,-1,1
4275739,4.3436563,55088.178957,0.0436,0.0385,0.0272,0.0274,0.4999
7907688,4.3448368,55000.020979,0.0009,-1,0.2303,-1,1
8328376,4.3459671,55000.221037,0.0014,-1,0.1834,-1,1
5648449,4.3488637,54960.906937,0.0005,-1,0.0278,-1,1
9002237,4.3500882,54967.799459,0.0217,-1,0.023,-1,1
5181804,4.3505,55000.068988,0.0409,-1,0.023,-1,1
8957954,4.3598503,54967.308458,0.2296,0.2359,0.0424,0.0385,0.5014
10275074,4.3628836,54999.250399,0.0838,0.082,0.036,0.0355,0.5
2441161,4.38398,55004.684524,0.087,0.0542,0.0253,0.026,0.501
5768927,4.3905116,54956.769334,0.0448,-1,0.0241,-1,1
7033748,4.3927102,54968.71307,0.282,0.2361,0.0694,0.0717,0.4999
5608566,4.396997,54965.450439,0.0039,-1,0.016,-1,1
10491031,4.3981385,54957.2663,0.2066,0.2063,0.0538,0.0497,0.5016
7767559,4.409409,54965.209607,0.0089,-1,0.0381,-1,1
9655187,4.4162465,54953.965948,0.0146,0.011,0.2272,0.189,0.5095
12268220,4.4215781,54954.125749,0.081,0.0301,0.0547,0.0524,0.5007
6521542,4.4257541,54965.681641,0.3815,0.3374,0.0329,0.0347,0.5002
4547480,4.4269474,54966.563088,0.0027,-1,0.015,-1,1
8301013,4.4280594,54957.310989,0.3564,0.3163,0.0454,0.0441,0.5028
8868650,4.4473818,54957.950912,0.2494,0.1183,0.1387,0.1361,0.5
8868649,4.447441,55731.793035,0.0002,-1,0.1407,-1,1
5816806,4.4554359,55003.096188,0.1585,0.0783,0.0403,0.0445,0.5004
10614158,4.4622602,54966.71403,0.0209,-1,0.1411,-1,1
11252617,4.4781198,55006.173228,0.1135,0.0038,0.0278,0.0299,0.5013
4285087,4.4860312,54966.450124,0.2564,0.2408,0.0328,0.0342,0.4989
11197126,4.4948088,54954.298554,0.0001,-1,0.0316,-1,1
9786017,4.4980033,54956.640472,0.074,0.0691,0.0738,0.076,0.4994
4751083,4.53237,55000.401673,0.0383,0.0154,0.0282,0.0306,0.5087
4372379,4.5351711,54966.216027,0.0012,-1,0.1568,-1,1
5795648,4.5533695,54954.773067,0.023,-1,0.0248,-1,1
10206340,4.5644014,54956.962646,0.5084,0.2431,0.1391,0.1338,0.5003
10208759,4.5750306,54967.647038,0.3657,0.3341,0.0751,0.0718,0.5009
6362386,4.5924016,54956.954223,0.0944,0.0043,0.0442,0.0373,0.4985
11673686,4.618769,54957.148279,0.0334,-1,0.0571,-1,1
11200405,4.6396,55000.576576,0.0184,-1,0.0303,-1,1
4936180,4.6409218,54964.943578,0.006,-1,0.0114,-1,1
7025851,4.681,55000.868483,0.2349,0.2043,0.0344,0.036,0.5015
9071386,4.6933061,54955.78203,0.0151,-1,0.0509,-1,1
4346875,4.6942191,54966.779517,0.1691,0.0145,0.0334,0.0352,0.4996
3862246,4.7024935,54969.307559,0.0041,-1,0.0176,-1,1
9635529,4.70391,54957.860296,0.2265,0.194,0.0482,0.0445,0.5014
7199774,4.7081278,54955.947027,0.0508,0.0015,0.0234,0.0283,0.4978
9528420,4.7084691,54967.152605,0.0366,-1,0.055,-1,1
7943535,4.719339,54957.075209,0.0114,0.0063,0.0225,0.0235,0.5954
10287248,4.7222568,55733.752354,0.0832,0.007,0.0284,0.0177,0.338
4947726,4.7260862,54965.922364,0.1751,0.0146,0.0321,0.0263,0.5506
11287726,4.7377142,54965.324676,0.0967,0.0334,0.0471,0.0469,0.4997
5481426,4.7681028,55002.1902,0.0881,0.0446,0.0258,0.0261,0.5016
8554498,4.7803211,54999.437661,0.001,-1,0.0171,-1,1
8700558,4.7918146,55006.496825,0.0001,-1,0.0242,-1,1
7691527,4.8002308,54968.782328,0.2571,0.2118,0.0256,0.0288,0.457
3869825,4.8006556,54972.13509,0.0156,0.0078,0.0741,0.1801,0.4702
6227560,4.8035123,55187.672503,0.0315,0.0088,0.0161,0.026,0.4983
4049124,4.8044707,54969.003883,0.1344,-1,0.026,-1,1
5211470,4.8085954,55004.227339,0.0091,0.0061,0.0337,0.0286,0.5012
5738698,4.8087739,54956.591698,0.2993,0.3042,0.0524,0.047,0.5004
9529733,4.809132,54967.076403,0.1401,0.1131,0.0606,0.0636,0.5
10710755,4.8166114,54966.762895,0.084,-1,0.0316,-1,1
6956216,4.81883,54998.410568,0.0717,0.0074,0.0518,0.0496,0.4975
7599004,4.8228925,54998.369195,0.003,0.0031,0.0231,0.0217,0.5014
10156064,4.8559364,54954.458136,0.1264,0.055,0.0409,0.0435,0.5007
7733731,4.858095,54968.152089,0.0001,-1,0.0558,-1,1
9970937,4.8770612,54999.021468,0.0039,0.0028,0.2115,0.1971,0.4895
8302455,4.8839763,54957.805712,0.0897,0.0897,0.0303,0.0304,0.5008
2438061,4.8858521,55004.093627,0.0081,0.0043,0.0334,0.0344,0.5011
5649206,4.893474,54998.774821,0.1959,0.2009,0.0329,0.0281,0.4999
7362696,4.9313003,54967.821893,0.0006,-1,0.0155,-1,1
5310435,4.9313644,54956.290941,0.2657,0.0708,0.082,0.0524,0.4986
2449090,4.944,55001.811037,0.1658,0.0451,0.0319,0.0398,0.4994
11138155,4.9593282,54965.5826,0.01,-1,0.0187,-1,1
11233911,4.9598996,54969.122109,0.1692,0.1115,0.0402,0.0412,0.5
9652632,4.9776238,54955.175512,0.1229,0.124,0.0457,0.0423,0.5002
9842890,4.9883757,55191.212502,0.0008,-1,0.0777,-1,1
9842906,4.9886019,55191.223334,0.0004,-1,0.0765,-1,1
11255761,4.9926771,54967.608771,0.0005,-1,0.0244,-1,1
9873869,4.9947779,54954.189056,0.2585,0.0286,0.0313,0.0325,0.5007
5477805,5.0067095,55067.660282,0.0002,-1,0.0199,-1,1
10158418,5.0074123,54958.008628,0.0047,-1,0.011,-1,1
7778437,5.0142324,54966.173727,0.0067,-1,0.0435,-1,1
10215869,5.01727,55002.598791,0.1508,0.01,0.0333,0.0286,0.5024
12004679,5.0424901,54955.769983,0.4564,0.3751,0.0261,0.0266,0.5006
6044064,5.0632068,54966.7011,0.6961,-1,0.099,-1,1
8316503,5.0653297,54967.98115,0.1494,0.0271,0.0348,0.0343,0.5697
8736245,5.0694815,54969.01191,0.3495,0.162,0.0368,0.0364,0.5012
6965293,5.0778199,54957.473848,0.0169,0.0138,0.0237,0.0262,0.507
5530881,5.0825222,54965.96077,0.2726,0.0501,0.0358,0.04,0.4982
8454250,5.0828695,54954.99197,0.0023,-1,0.056,-1,1
6591789,5.0884095,54967.354443,0.3527,0.1114,0.0322,0.0353,0.4907
12504988,5.0939385,54967.623202,0.0267,-1,0.0326,-1,1
10483644,5.1107711,54966.31461,0.0486,0.0019,0.0171,0.0162,0.5032
10157573,5.1157377,54965.34096,0.0014,-1,0.0169,-1,1
9451127,5.1174021,54967.585803,0.0641,-1,0.0312,-1,1
10227863,5.1397087,54968.073435,0.0002,-1,0.1404,-1,1
3761175,5.1623434,55169.32562,0.0018,0.0013,0.2462,0.2227,0.4437
6889235,5.18867,54956.285879,0.0016,0.0008,0.0461,0.0526,0.4998
4069213,5.1942561,54957.18326,0.0439,0.0048,0.0589,0.0576,0.4869
4157488,5.1974199,54968.137425,0.0893,0.0895,0.0456,0.0458,0.5054
6603756,5.2042833,54968.885056,0.0395,-1,0.0508,-1,1
6372268,5.2200466,54966.725142,0.0015,-1,0.0881,-1,1
8780968,5.2344872,55004.660489,0.2255,0.1781,0.0639,0.0659,0.5006
9848190,5.2410044,55021.015532,0.0047,0.0037,0.2448,0.2703,0.5166
