name,ticker
NIFTY 50,^NSEI
NIFTY Next 50,^NSENEXT50
NIFTY 100,^CNX100
NIFTY 200,^CNX200
NIFTY 500,^CNX500
NIFTY Midcap 150,^NIFTY_MIDCAP_150
NIFTY Smallcap 250,^NIFTY_SMALLCAP_250
NIFTY Bank,^NSEBANK
NIFTY IT,^CNXIT
NIFTY Pharma,^CNXPHARMA
