Index 0,Index 1,Index 2,Index 3,Index 4,Index 5,Type,Haber Bosch Big,Haber Bosch Small
technologies,ammonia,model_inputs,shared_parameters,production_capacity,,float,100000,10000
technologies,electrolyzer,model_inputs,performance_parameters,n_clusters,,int,16,2
technologies,electrolyzer,model_inputs,performance_parameters,include_degradation_penalty,,bool,TRUE,FALSE
technologies,electrolyzer,model_inputs,financial_parameters,capital_items,replacement_cost_percent,float,0.15,0.25
